Year,Name,Position,Age,Height (in),Weight (lbs),RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate,Catch%,YardsPerReception,YardsPerTarget,YACPerReception,TDperReception,TDperTarget,YardsPerRush,TDperRush,TotalYardsPerTouch,TotalTDsPerTouch,TeamPassingYardsPerAttempt,TeamRushingYardsPerAttempt,TeamPassingTDPercentage,TeamRushingTDPercentage,TeamYardsPerPlay,TeamPointsPerYard
2023,Brandon Bolden,RB,33,71,220,31,4,1,0,0,0,0,0,31,1,Raiders,LV,332.0,331.0,4922.0,557.0,3380.0,20.0,413.0,1542.0,11.0,292.0,24.0,0.4894,0.067452,6.068223,3.733656,0.024742,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.25,7.75,0.25,6.068222621184919,3.7336561743341403,0.03590664272890485,0.026634382566585957,5.074226804123711,0.0674522551808208
2015,Brandon Coleman,WR,23,78,225,0,0,0,30,454,2,49,125,454,2,Saints,NO,408.0,476.0,6461.0,667.0,4970.0,32.0,397.0,1491.0,16.0,381.0,20.0,0.6034,0.063148,7.451274,3.755668,0.018797,0.6122448979591837,15.133333333333333,9.26530612244898,4.166666666666667,0.06666666666666667,0.04081632653061224,0.0,0.0,15.133333333333333,0.06666666666666667,7.451274362818591,3.7556675062972293,0.047976011994003,0.04030226700251889,6.072368421052632,0.06314811948614765
2016,Brandon Coleman,WR,24,78,225,0,0,0,26,281,3,38,74,281,3,Saints,NO,469.0,454.0,6816.0,674.0,5074.0,38.0,404.0,1742.0,17.0,395.0,24.0,0.6618,0.068809,7.52819,4.311881,0.022263,0.6842105263157895,10.807692307692308,7.394736842105263,2.8461538461538463,0.11538461538461539,0.07894736842105263,0.0,0.0,10.807692307692308,0.11538461538461539,7.528189910979228,4.311881188118812,0.05637982195845697,0.04207920792079208,6.3228200371057515,0.06880868544600939
2017,Brandon Coleman,WR,25,78,225,0,0,0,23,364,3,38,142,364,3,Saints,NO,448.0,326.0,6259.0,536.0,4189.0,23.0,444.0,2070.0,23.0,332.0,18.0,0.6129,0.071577,7.815299,4.662162,0.018367,0.6052631578947368,15.826086956521738,9.578947368421053,6.173913043478261,0.13043478260869565,0.07894736842105263,0.0,0.0,15.826086956521738,0.13043478260869565,7.815298507462686,4.662162162162162,0.04291044776119403,0.0518018018018018,6.386734693877551,0.07157692922192044
2022,Brandon Johnson,WR,24,74,186,0,0,0,6,42,1,14,13,42,1,Broncos,DEN,287.0,359.0,5527.0,571.0,3592.0,18.0,444.0,1935.0,11.0,300.0,24.0,0.5556,0.051927,6.290718,4.358108,0.023645,0.42857142857142855,7.0,3.0,2.1666666666666665,0.16666666666666666,0.07142857142857142,0.0,0.0,7.0,0.16666666666666666,6.2907180385288965,4.358108108108108,0.03152364273204904,0.024774774774774775,5.445320197044335,0.051926904288040525
2023,Brandon Johnson,WR,25,74,186,0,0,0,19,284,4,30,89,284,4,Broncos,DEN,357.0,413.0,5072.0,513.0,3262.0,28.0,451.0,1810.0,8.0,301.0,22.0,0.5085000000000001,0.070386,6.358674,4.013304,0.022822,0.6333333333333333,14.947368421052632,9.466666666666667,4.684210526315789,0.21052631578947367,0.13333333333333333,0.0,0.0,14.947368421052632,0.21052631578947367,6.358674463937622,4.013303769401331,0.05458089668615984,0.017738359201773836,5.261410788381743,0.07038643533123029
2015,Brandon LaFell,WR,29,75,210,9,2,0,37,515,0,74,241,524,0,Patriots,NE,465.0,315.0,5991.0,629.0,4587.0,36.0,383.0,1404.0,14.0,347.0,14.0,0.6522,0.077616,7.292528,3.665796,0.013834,0.5,13.91891891891892,6.95945945945946,6.513513513513513,0.0,0.0,4.5,0.0,13.435897435897436,0.0,7.292527821939586,3.6657963446475197,0.057233704292527825,0.03655352480417755,5.919960474308301,0.07761642463695544
2016,Brandon LaFell,WR,30,75,210,-2,1,0,64,862,6,106,353,860,6,Bengals,CIN,325.0,315.0,5711.0,563.0,3942.0,18.0,446.0,1769.0,17.0,341.0,17.0,0.537,0.056908,7.001776,3.966368,0.016848,0.6037735849056604,13.46875,8.132075471698114,5.515625,0.09375,0.05660377358490566,-2.0,0.0,13.23076923076923,0.09230769230769231,7.001776198934281,3.9663677130044843,0.03197158081705151,0.03811659192825112,5.6600594648166505,0.05690772194011556
2017,Brandon LaFell,WR,31,75,210,0,0,0,52,548,3,87,253,548,3,Bengals,CIN,290.0,349.0,4488.0,510.0,3122.0,25.0,377.0,1366.0,6.0,267.0,23.0,0.5581,0.064617,6.121569,3.623342,0.02593,0.5977011494252874,10.538461538461538,6.2988505747126435,4.865384615384615,0.057692307692307696,0.034482758620689655,0.0,0.0,10.538461538461538,0.057692307692307696,6.12156862745098,3.623342175066313,0.049019607843137254,0.015915119363395226,5.059751972942503,0.06461675579322639
2018,Brandon LaFell,WR,32,75,210,0,0,0,12,135,2,16,58,135,2,Raiders,OAK,290.0,467.0,5379.0,556.0,3751.0,19.0,387.0,1628.0,9.0,300.0,24.0,0.5349,0.053913,6.746403,4.206718,0.025451,0.75,11.25,8.4375,4.833333333333333,0.16666666666666666,0.125,0.0,0.0,11.25,0.16666666666666666,6.746402877697841,4.20671834625323,0.0341726618705036,0.023255813953488372,5.704135737009544,0.05391336679680238
2015,Brandon Marshall,WR,31,76,230,0,0,0,109,1502,14,174,430,1502,14,Jets,NYJ,387.0,314.0,5925.0,604.0,4057.0,33.0,448.0,1868.0,11.0,329.0,24.0,0.6604000000000001,0.065316,6.716887,4.169643,0.022814,0.6264367816091954,13.779816513761467,8.632183908045977,3.944954128440367,0.12844036697247707,0.08045977011494253,0.0,0.0,13.779816513761467,0.12844036697247707,6.716887417218543,4.169642857142857,0.054635761589403975,0.024553571428571428,5.63212927756654,0.06531645569620254
2015,Brandon Marshall,WR,31,73,250,0,0,0,109,1502,14,174,430,1502,14,Broncos,DEN,355.0,296.0,5688.0,606.0,3970.0,19.0,411.0,1718.0,13.0,314.0,31.0,0.46149999999999997,0.062412,6.551155,4.180049,0.030482,0.6264367816091954,13.779816513761467,8.632183908045977,3.944954128440367,0.12844036697247707,0.08045977011494253,0.0,0.0,13.779816513761467,0.12844036697247707,6.551155115511551,4.180048661800487,0.03135313531353135,0.031630170316301706,5.592920353982301,0.062412095639943745
2016,Brandon Marshall,WR,32,76,230,0,0,0,59,788,3,128,190,788,3,Jets,NYJ,275.0,409.0,5268.0,550.0,3466.0,16.0,418.0,1802.0,10.0,291.0,34.0,0.3519,0.052202,6.301818,4.311005,0.035124,0.4609375,13.35593220338983,6.15625,3.2203389830508473,0.05084745762711865,0.0234375,0.0,0.0,13.35593220338983,0.05084745762711865,6.301818181818182,4.311004784688995,0.02909090909090909,0.023923444976076555,5.4421487603305785,0.05220197418375095
2016,Brandon Marshall,WR,32,73,238,0,0,0,59,788,3,128,190,788,3,Broncos,DEN,333.0,297.0,5169.0,570.0,3685.0,20.0,410.0,1484.0,11.0,290.0,25.0,0.4681,0.064423,6.464912,3.619512,0.02551,0.4609375,13.35593220338983,6.15625,3.2203389830508473,0.05084745762711865,0.0234375,0.0,0.0,13.35593220338983,0.05084745762711865,6.464912280701754,3.6195121951219513,0.03508771929824561,0.026829268292682926,5.274489795918368,0.06442251886244922
2018,Brandon Marshall,WR,34,77,232,0,0,0,11,136,1,23,28,136,1,Saints,NO,504.0,353.0,6067.0,519.0,4042.0,33.0,471.0,2025.0,26.0,377.0,16.0,0.6842,0.083072,7.788054,4.299363,0.016162,0.4782608695652174,12.363636363636363,5.913043478260869,2.5454545454545454,0.09090909090909091,0.043478260869565216,0.0,0.0,12.363636363636363,0.09090909090909091,7.788053949903661,4.2993630573248405,0.06358381502890173,0.055201698513800426,6.1282828282828286,0.083072358661612
2018,Brandon Marshall,WR,34,73,250,0,0,0,11,136,1,23,28,136,1,Broncos,DEN,329.0,349.0,5602.0,588.0,3695.0,19.0,393.0,1907.0,18.0,320.0,21.0,0.5682,0.058729,6.284014,4.852417,0.021407,0.4782608695652174,12.363636363636363,5.913043478260869,2.5454545454545454,0.09090909090909091,0.043478260869565216,0.0,0.0,12.363636363636363,0.09090909090909091,6.284013605442177,4.852417302798982,0.03231292517006803,0.04580152671755725,5.710499490316004,0.05872902534808997
2015,Brandon Myers,TE,30,75,256,0,0,0,12,127,0,17,22,127,0,Buccaneers,TB,342.0,417.0,6014.0,535.0,3852.0,22.0,455.0,2162.0,12.0,336.0,28.0,0.5294,0.056867,7.2,4.751648,0.028283,0.7058823529411765,10.583333333333334,7.470588235294118,1.8333333333333333,0.0,0.0,0.0,0.0,10.583333333333334,0.0,7.2,4.751648351648352,0.041121495327102804,0.026373626373626374,6.074747474747475,0.056867309610907885
2016,Brandon Myers,TE,31,75,256,0,0,0,7,59,1,14,13,59,1,Buccaneers,TB,354.0,369.0,5542.0,578.0,3926.0,29.0,453.0,1616.0,8.0,340.0,27.0,0.5185,0.063876,6.792388,3.567329,0.026188,0.5,8.428571428571429,4.214285714285714,1.8571428571428572,0.14285714285714285,0.07142857142857142,0.0,0.0,8.428571428571429,0.14285714285714285,6.7923875432525955,3.567328918322296,0.050173010380622836,0.017660044150110375,5.375363724539282,0.06387585709130278
2015,Brandon Pettigrew,TE,30,77,278,0,0,0,7,67,1,15,39,67,1,Lions,DET,358.0,400.0,5547.0,632.0,4212.0,33.0,354.0,1335.0,7.0,337.0,24.0,0.6939,0.064539,6.664557,3.771186,0.024341,0.4666666666666667,9.571428571428571,4.466666666666667,5.571428571428571,0.14285714285714285,0.06666666666666667,0.0,0.0,9.571428571428571,0.14285714285714285,6.6645569620253164,3.7711864406779663,0.05221518987341772,0.01977401129943503,5.625760649087221,0.06453939066161889
2018,Brandon Powell,WR,24,68,189,4,1,0,11,129,0,17,117,133,0,Lions,DET,324.0,360.0,5236.0,574.0,3576.0,22.0,404.0,1660.0,11.0,325.0,19.0,0.5306000000000001,0.061879,6.229965,4.108911,0.019427,0.6470588235294118,11.727272727272727,7.588235294117647,10.636363636363637,0.0,0.0,4.0,0.0,11.083333333333334,0.0,6.229965156794425,4.108910891089109,0.03832752613240418,0.027227722772277228,5.3537832310838445,0.061879297173414824
2020,Brandon Powell,WR,25,68,189,7,2,0,12,69,2,18,32,76,2,Falcons,ATL,396.0,414.0,5895.0,628.0,4363.0,27.0,409.0,1532.0,13.0,366.0,18.0,0.5345,0.067176,6.947452,3.745721,0.017358,0.6666666666666666,5.75,3.8333333333333335,2.6666666666666665,0.16666666666666666,0.1111111111111111,3.5,0.0,5.428571428571429,0.14285714285714285,6.947452229299363,3.745721271393643,0.042993630573248405,0.03178484107579462,5.68466730954677,0.06717557251908397
2022,Brandon Powell,WR,26,68,189,80,17,0,24,156,0,32,184,236,0,Rams,LA,307.0,384.0,4769.0,531.0,3108.0,16.0,411.0,1661.0,15.0,293.0,23.0,0.5556,0.064374,5.853107,4.041363,0.024416,0.75,6.5,4.875,7.666666666666667,0.0,0.0,4.705882352941177,0.0,5.7560975609756095,0.0,5.853107344632768,4.041362530413625,0.030131826741996232,0.0364963503649635,5.062632696390658,0.06437408261690082
2023,Brandon Powell,WR,27,68,189,17,5,0,29,324,1,44,104,341,1,Vikings,MIN,344.0,362.0,5912.0,631.0,4359.0,30.0,393.0,1553.0,7.0,340.0,34.0,0.4706,0.058187,6.908082,3.951654,0.033203,0.6590909090909091,11.172413793103448,7.363636363636363,3.586206896551724,0.034482758620689655,0.022727272727272728,3.4,0.0,10.029411764705882,0.029411764705882353,6.908082408874802,3.9516539440203564,0.04754358161648178,0.017811704834605598,5.7734375,0.058186738836265225
2015,Brandon Tate,WR,28,73,195,0,0,0,2,59,1,3,12,59,1,Bengals,CIN,419.0,279.0,5728.0,505.0,3923.0,31.0,467.0,1805.0,18.0,324.0,17.0,0.65,0.073149,7.768317,3.865096,0.01749,0.6666666666666666,29.5,19.666666666666668,6.0,0.5,0.3333333333333333,0.0,0.0,29.5,0.5,7.768316831683168,3.8650963597430406,0.061386138613861385,0.03854389721627409,5.893004115226337,0.07314944134078212
2016,Brandon Tate,WR,29,73,195,48,3,0,8,117,0,11,52,165,0,Bills,BUF,399.0,378.0,5666.0,474.0,3036.0,17.0,492.0,2630.0,29.0,328.0,12.0,0.6481,0.07042,6.405063,5.345528,0.012422,0.7272727272727273,14.625,10.636363636363637,6.5,0.0,0.0,16.0,0.0,15.0,0.0,6.405063291139241,5.345528455284553,0.035864978902953586,0.05894308943089431,5.865424430641822,0.07042004941757854
2017,Brandon Tate,WR,30,73,195,0,0,0,6,81,1,14,39,81,1,Bills,BUF,302.0,359.0,4842.0,476.0,2825.0,16.0,487.0,2017.0,12.0,278.0,16.0,0.5111,0.062371,5.934874,4.141684,0.016615,0.42857142857142855,13.5,5.785714285714286,6.5,0.16666666666666666,0.07142857142857142,0.0,0.0,13.5,0.16666666666666666,5.934873949579832,4.1416837782340865,0.03361344537815126,0.024640657084188913,5.02803738317757,0.06237092110698059
2018,Brandon Zylstra,WR,25,74,220,0,0,0,1,23,0,2,8,23,0,Vikings,MIN,360.0,341.0,5529.0,606.0,4036.0,30.0,357.0,1493.0,9.0,310.0,20.0,0.54,0.065111,6.660066,4.182073,0.020768,0.5,23.0,11.5,8.0,0.0,0.0,0.0,0.0,23.0,0.0,6.66006600660066,4.182072829131653,0.04950495049504951,0.025210084033613446,5.741433021806854,0.06511123168746609
2019,Brandon Zylstra,WR,26,74,215,0,0,0,8,106,0,12,19,106,0,Panthers,CAR,340.0,470.0,5469.0,633.0,3650.0,17.0,386.0,1819.0,20.0,335.0,35.0,0.58,0.062169,5.766193,4.712435,0.034347,0.6666666666666666,13.25,8.833333333333334,2.375,0.0,0.0,0.0,0.0,13.25,0.0,5.766192733017378,4.712435233160622,0.026856240126382307,0.05181347150259067,5.36702649656526,0.06216858657889925
2020,Brandon Zylstra,WR,27,74,215,1,1,0,3,35,0,4,16,36,0,Panthers,CAR,350.0,402.0,5592.0,550.0,3888.0,16.0,407.0,1704.0,19.0,335.0,21.0,0.5088,0.062589,7.069091,4.186732,0.021944,0.75,11.666666666666666,8.75,5.333333333333333,0.0,0.0,1.0,0.0,9.0,0.0,7.069090909090909,4.186732186732187,0.02909090909090909,0.04668304668304668,5.843260188087775,0.06258941344778254
2021,Brandon Zylstra,WR,28,74,215,0,0,0,18,250,1,25,118,250,1,Panthers,CAR,304.0,404.0,5081.0,599.0,3239.0,14.0,455.0,1842.0,17.0,322.0,29.0,0.5318999999999999,0.059831,5.407346,4.048352,0.027514,0.72,13.88888888888889,10.0,6.555555555555555,0.05555555555555555,0.04,0.0,0.0,13.88888888888889,0.05555555555555555,5.407345575959933,4.048351648351648,0.02337228714524207,0.03736263736263736,4.820683111954459,0.05983074197992521
2019,Braxton Berrios,WR,24,69,190,0,0,0,6,115,0,13,87,115,0,Jets,NYJ,276.0,359.0,4368.0,521.0,3111.0,19.0,383.0,1257.0,6.0,253.0,25.0,0.5455,0.063187,5.971209,3.281984,0.027655,0.46153846153846156,19.166666666666668,8.846153846153847,14.5,0.0,0.0,0.0,0.0,19.166666666666668,0.0,5.971209213051823,3.2819843342036554,0.036468330134357005,0.015665796344647518,4.831858407079646,0.06318681318681318
2020,Braxton Berrios,WR,25,69,190,29,3,0,37,394,3,55,226,423,3,Jets,NYJ,243.0,457.0,4479.0,499.0,2796.0,16.0,406.0,1683.0,9.0,269.0,19.0,0.4211,0.054253,5.603206,4.14532,0.020994,0.6727272727272727,10.64864864864865,7.163636363636364,6.108108108108108,0.08108108108108109,0.05454545454545454,9.666666666666666,0.0,10.575,0.075,5.603206412825651,4.145320197044335,0.03206412825651302,0.022167487684729065,4.9491712707182325,0.05425318151373074
2021,Braxton Berrios,WR,26,69,190,40,7,2,46,431,2,65,264,471,4,Jets,NYJ,310.0,504.0,5208.0,603.0,3541.0,20.0,380.0,1667.0,14.0,310.0,27.0,0.5489999999999999,0.059524,5.872305,4.386842,0.027467,0.7076923076923077,9.369565217391305,6.630769230769231,5.739130434782608,0.043478260869565216,0.03076923076923077,5.714285714285714,0.2857142857142857,8.88679245283019,0.07547169811320754,5.872305140961857,4.386842105263158,0.03316749585406302,0.03684210526315789,5.298067141403866,0.05952380952380952
2022,Braxton Berrios,WR,27,69,190,91,9,2,18,145,0,32,92,236,2,Jets,NYJ,296.0,316.0,5409.0,627.0,3723.0,15.0,405.0,1686.0,13.0,294.0,23.0,0.43479999999999996,0.054724,5.937799,4.162963,0.022287,0.5625,8.055555555555555,4.53125,5.111111111111111,0.0,0.0,10.11111111111111,0.2222222222222222,8.74074074074074,0.07407407407407407,5.937799043062201,4.162962962962963,0.023923444976076555,0.03209876543209877,5.241279069767442,0.0547236088001479
2023,Braxton Berrios,WR,28,69,190,11,1,0,27,238,1,33,85,249,1,Dolphins,MIA,496.0,391.0,6822.0,566.0,4514.0,30.0,456.0,2308.0,27.0,360.0,25.0,0.6552,0.072706,7.975265,5.061404,0.024462,0.8181818181818182,8.814814814814815,7.212121212121212,3.1481481481481484,0.037037037037037035,0.030303030303030304,11.0,0.0,8.892857142857142,0.03571428571428571,7.975265017667844,5.06140350877193,0.053003533568904596,0.05921052631578947,6.675146771037182,0.07270595133391967
2016,Braxton Miller,WR,24,73,205,0,3,0,15,99,1,28,51,99,1,Texans,HOU,279.0,328.0,5035.0,583.0,3176.0,15.0,456.0,1859.0,8.0,305.0,24.0,0.44,0.055412,5.447684,4.076754,0.023099,0.5357142857142857,6.6,3.5357142857142856,3.4,0.06666666666666667,0.03571428571428571,0.0,0.0,5.5,0.05555555555555555,5.447684391080617,4.076754385964913,0.025728987993138937,0.017543859649122806,4.846005774783445,0.05541211519364449
2017,Braxton Miller,WR,25,74,205,1,1,0,19,162,1,29,70,163,1,Texans,HOU,338.0,436.0,5120.0,525.0,3278.0,28.0,448.0,1842.0,8.0,313.0,28.0,0.5238,0.066016,6.24381,4.111607,0.028777,0.6551724137931034,8.526315789473685,5.586206896551724,3.6842105263157894,0.05263157894736842,0.034482758620689655,1.0,0.0,8.15,0.05,6.2438095238095235,4.111607142857143,0.05333333333333334,0.017857142857142856,5.26207605344296,0.066015625
2022,Breece Hall,RB,21,73,220,463,80,4,19,218,1,31,163,681,5,Jets,NYJ,296.0,316.0,5409.0,627.0,3723.0,15.0,405.0,1686.0,13.0,294.0,23.0,0.43479999999999996,0.054724,5.937799,4.162963,0.022287,0.6129032258064516,11.473684210526315,7.032258064516129,8.578947368421053,0.05263157894736842,0.03225806451612903,5.7875,0.05,6.878787878787879,0.050505050505050504,5.937799043062201,4.162962962962963,0.023923444976076555,0.03209876543209877,5.241279069767442,0.0547236088001479
2023,Breece Hall,RB,22,73,220,994,223,5,76,591,4,95,649,1585,9,Jets,NYJ,268.0,355.0,4566.0,601.0,2919.0,11.0,388.0,1647.0,7.0,260.0,33.0,0.3243,0.058695,4.856905,4.244845,0.033367,0.8,7.776315789473684,6.221052631578948,8.539473684210526,0.05263157894736842,0.042105263157894736,4.457399103139013,0.02242152466367713,5.301003344481606,0.030100334448160536,4.856905158069884,4.244845360824742,0.018302828618968387,0.01804123711340206,4.6167846309403435,0.058694699956197985
2015,Brent Celek,TE,30,76,255,0,0,0,27,398,3,35,183,398,3,Eagles,PHI,377.0,430.0,5830.0,623.0,4087.0,23.0,442.0,1743.0,15.0,339.0,31.0,0.5581,0.064666,6.560193,3.943439,0.029108,0.7714285714285715,14.74074074074074,11.371428571428572,6.777777777777778,0.1111111111111111,0.08571428571428572,0.0,0.0,14.74074074074074,0.1111111111111111,6.560192616372392,3.9434389140271495,0.03691813804173355,0.033936651583710405,5.474178403755869,0.0646655231560892
2016,Brent Celek,TE,31,76,255,0,0,0,14,155,0,19,92,155,0,Eagles,PHI,367.0,331.0,5398.0,609.0,3585.0,16.0,438.0,1813.0,16.0,333.0,20.0,0.49090000000000006,0.067988,5.8867,4.139269,0.019102,0.7368421052631579,11.071428571428571,8.157894736842104,6.571428571428571,0.0,0.0,0.0,0.0,11.071428571428571,0.0,5.886699507389163,4.139269406392694,0.026272577996715927,0.0365296803652968,5.155682903533906,0.06798814375694702
2017,Brent Celek,TE,32,76,255,0,0,0,13,130,1,23,93,130,1,Eagles,PHI,457.0,295.0,5852.0,564.0,3737.0,38.0,473.0,2115.0,9.0,338.0,20.0,0.6406000000000001,0.078093,6.625887,4.471459,0.019286,0.5652173913043478,10.0,5.6521739130434785,7.153846153846154,0.07692307692307693,0.043478260869565216,0.0,0.0,10.0,0.07692307692307693,6.625886524822695,4.471458773784355,0.0673758865248227,0.019027484143763214,5.643201542912247,0.07809295967190703
2016,Breshad Perriman,WR,23,74,215,2,1,0,33,499,3,66,182,501,3,Ravens,BAL,343.0,321.0,5563.0,679.0,4100.0,20.0,367.0,1463.0,10.0,316.0,23.0,0.5217,0.061657,6.038292,3.986376,0.021989,0.5,15.121212121212121,7.5606060606060606,5.515151515151516,0.09090909090909091,0.045454545454545456,2.0,0.0,14.735294117647058,0.08823529411764706,6.0382916053019144,3.9863760217983653,0.029455081001472753,0.027247956403269755,5.318355640535373,0.061657379111989936
2017,Breshad Perriman,WR,24,74,215,0,0,0,10,77,0,34,7,77,0,Ravens,BAL,395.0,303.0,4886.0,567.0,3030.0,20.0,460.0,1856.0,14.0,311.0,17.0,0.5769,0.080843,5.343915,4.034783,0.016553,0.29411764705882354,7.7,2.264705882352941,0.7,0.0,0.0,0.0,0.0,7.7,0.0,5.343915343915344,4.034782608695652,0.03527336860670194,0.030434782608695653,4.757546251217137,0.08084322554236595
2018,Breshad Perriman,WR,25,74,215,2,4,0,16,340,2,25,74,342,2,Browns,CLE,359.0,392.0,5900.0,574.0,4007.0,29.0,411.0,1893.0,15.0,314.0,24.0,0.6667000000000001,0.060847,6.980836,4.605839,0.024365,0.64,21.25,13.6,4.625,0.125,0.08,0.5,0.0,17.1,0.1,6.980836236933798,4.605839416058394,0.050522648083623695,0.0364963503649635,5.98984771573604,0.06084745762711864
2019,Breshad Perriman,WR,26,74,215,16,2,0,36,645,6,70,134,661,6,Buccaneers,TB,458.0,449.0,6366.0,630.0,4845.0,33.0,409.0,1521.0,15.0,353.0,41.0,0.6481,0.071945,7.690476,3.718826,0.039461,0.5142857142857142,17.916666666666668,9.214285714285714,3.7222222222222223,0.16666666666666666,0.08571428571428572,8.0,0.0,17.394736842105264,0.15789473684210525,7.690476190476191,3.7188264058679708,0.05238095238095238,0.03667481662591687,6.127045235803657,0.07194470625196356
2020,Breshad Perriman,WR,27,73,215,6,1,0,30,505,3,60,162,511,3,Jets,NYJ,243.0,457.0,4479.0,499.0,2796.0,16.0,406.0,1683.0,9.0,269.0,19.0,0.4211,0.054253,5.603206,4.14532,0.020994,0.5,16.833333333333332,8.416666666666666,5.4,0.1,0.05,6.0,0.0,16.483870967741936,0.0967741935483871,5.603206412825651,4.145320197044335,0.03206412825651302,0.022167487684729065,4.9491712707182325,0.05425318151373074
2021,Breshad Perriman,WR,28,74,215,-3,1,0,11,167,1,18,102,164,1,Buccaneers,TB,511.0,353.0,6901.0,731.0,5229.0,43.0,385.0,1672.0,18.0,404.0,19.0,0.6579,0.074047,7.153215,4.342857,0.017025,0.6111111111111112,15.181818181818182,9.277777777777779,9.272727272727273,0.09090909090909091,0.05555555555555555,-3.0,0.0,13.666666666666666,0.08333333333333333,7.153214774281806,4.3428571428571425,0.058823529411764705,0.046753246753246755,6.183691756272402,0.07404723953050282
2022,Breshad Perriman,WR,29,74,215,-7,2,0,9,110,1,19,52,103,1,Buccaneers,TB,313.0,358.0,5894.0,751.0,4586.0,26.0,386.0,1308.0,5.0,346.0,22.0,0.5094,0.053105,6.106525,3.388601,0.019349,0.47368421052631576,12.222222222222221,5.7894736842105265,5.777777777777778,0.1111111111111111,0.05263157894736842,-3.5,0.0,9.363636363636363,0.09090909090909091,6.1065246338215715,3.38860103626943,0.03462050599201065,0.012953367875647668,5.183817062445031,0.05310485239226332
2021,Brevin Jordan,TE,21,75,245,0,0,0,20,178,3,28,94,178,3,Texans,HOU,280.0,452.0,4727.0,546.0,3305.0,21.0,420.0,1422.0,8.0,266.0,22.0,0.5135000000000001,0.059234,6.053114,3.385714,0.022774,0.7142857142857143,8.9,6.357142857142857,4.7,0.15,0.10714285714285714,0.0,0.0,8.9,0.15,6.053113553113553,3.3857142857142857,0.038461538461538464,0.01904761904761905,4.893374741200828,0.059234186587687754
2022,Brevin Jordan,TE,22,75,245,0,0,0,14,128,0,28,78,128,0,Texans,HOU,289.0,420.0,4820.0,579.0,3344.0,20.0,398.0,1476.0,7.0,277.0,28.0,0.4792,0.059959,5.775475,3.708543,0.028659,0.5,9.142857142857142,4.571428571428571,5.571428571428571,0.0,0.0,0.0,0.0,9.142857142857142,0.0,5.775474956822107,3.708542713567839,0.03454231433506045,0.017587939698492462,4.933469805527124,0.05995850622406639
2023,Brevin Jordan,TE,23,75,245,0,0,0,17,219,2,21,124,219,2,Texans,HOU,377.0,353.0,5820.0,592.0,4173.0,27.0,444.0,1647.0,10.0,329.0,14.0,0.5536,0.064777,7.048986,3.709459,0.013514,0.8095238095238095,12.882352941176471,10.428571428571429,7.294117647058823,0.11764705882352941,0.09523809523809523,0.0,0.0,12.882352941176471,0.11764705882352941,7.048986486486487,3.7094594594594597,0.04560810810810811,0.02252252252252252,5.617760617760617,0.0647766323024055
2015,Brian Hartline,WR,29,74,200,0,0,0,46,523,2,74,169,523,2,Browns,CLV,278.0,432.0,5311.0,609.0,3782.0,20.0,380.0,1529.0,5.0,307.0,30.0,0.38299999999999995,0.052344,6.210181,4.023684,0.030334,0.6216216216216216,11.369565217391305,7.0675675675675675,3.6739130434782608,0.043478260869565216,0.02702702702702703,0.0,0.0,11.369565217391305,0.043478260869565216,6.210180623973727,4.023684210526316,0.03284072249589491,0.013157894736842105,5.370070778564206,0.05234419130107324
2017,Brian Hill,RB,22,73,219,37,11,0,2,36,0,2,34,73,0,Bengals,CIN,290.0,349.0,4488.0,510.0,3122.0,25.0,377.0,1366.0,6.0,267.0,23.0,0.5581,0.064617,6.121569,3.623342,0.02593,1.0,18.0,18.0,17.0,0.0,0.0,3.3636363636363638,0.0,5.615384615384615,0.0,6.12156862745098,3.623342175066313,0.049019607843137254,0.015915119363395226,5.059751972942503,0.06461675579322639
2018,Brian Hill,RB,23,73,219,157,20,0,1,9,0,2,5,166,0,Falcons,ATL,414.0,423.0,6226.0,617.0,4653.0,36.0,351.0,1573.0,11.0,352.0,18.0,0.64,0.066495,7.541329,4.481481,0.018595,0.5,9.0,4.5,5.0,0.0,0.0,7.85,0.0,7.904761904761905,0.0,7.541329011345219,4.481481481481482,0.05834683954619125,0.03133903133903134,6.431818181818182,0.06649534211371667
2019,Brian Hill,RB,24,73,219,323,78,2,10,69,1,14,53,392,3,Falcons,ATL,381.0,399.0,6075.0,684.0,4714.0,29.0,362.0,1361.0,10.0,383.0,25.0,0.5167,0.062716,6.891813,3.759669,0.023901,0.7142857142857143,6.9,4.928571428571429,5.3,0.1,0.07142857142857142,4.141025641025641,0.02564102564102564,4.454545454545454,0.03409090909090909,6.891812865497076,3.7596685082872927,0.04239766081871345,0.027624309392265192,5.807839388145315,0.06271604938271605
