Year,Name,RushYDs,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,REC_YACR,TotalYards,TotalTDs,Age,Pos
2016,Keenan Allen,0.0,0.0,0.0,6.0,63.0,0.0,7.0,22.0,63.0,0.0,Unknown,WR
2016,Kellen Davis,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Unknown,TE
2016,Kelvin Benjamin,0.0,0.0,0.0,63.0,941.0,7.0,118.0,253.0,941.0,7.0,25.0,WR
2016,Kendall Wright,15.0,1.0,0.0,29.0,416.0,3.0,43.0,125.0,431.0,3.0,27.0,WR
2016,Kenjon Barner,129.0,27.0,2.0,5.0,42.0,0.0,11.0,49.0,171.0,2.0,27.0,RB
2016,Kenneth Dixon,382.0,88.0,2.0,30.0,162.0,1.0,41.0,192.0,544.0,3.0,22.0,RB
2016,Kenny Britt,0.0,0.0,0.0,68.0,1002.0,5.0,111.0,320.0,1002.0,5.0,28.0,WR
2016,Kenny Stills,0.0,0.0,0.0,42.0,726.0,9.0,81.0,187.0,726.0,9.0,24.0,WR
2016,Kenyan Drake,179.0,33.0,2.0,9.0,46.0,0.0,10.0,67.0,225.0,2.0,22.0,RB
2016,Kerwynn Williams,157.0,18.0,2.0,1.0,6.0,0.0,2.0,6.0,163.0,2.0,25.0,RB
2016,Khiry Robinson,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,Unknown,RB
2016,Knile Davis,28.0,18.0,0.0,5.0,25.0,0.0,7.0,23.0,53.0,0.0,Unknown,RB
2016,Kyle Juszczyk,22.0,5.0,1.0,37.0,266.0,0.0,49.0,231.0,288.0,1.0,25.0,RB
2016,Kyle Rudolph,0.0,0.0,0.0,83.0,840.0,7.0,132.0,375.0,840.0,7.0,27.0,TE
2016,Ladarius Green,0.0,0.0,0.0,18.0,304.0,1.0,34.0,99.0,304.0,1.0,26.0,TE
2016,Lamar Miller,1073.0,268.0,5.0,31.0,188.0,1.0,40.0,172.0,1261.0,6.0,25.0,RB
2016,Lance Dunbar,31.0,9.0,1.0,16.0,122.0,0.0,24.0,90.0,153.0,1.0,26.0,RB
2016,Lance Kendricks,0.0,0.0,0.0,50.0,499.0,2.0,88.0,270.0,499.0,2.0,28.0,TE
2016,Laquon Treadwell,0.0,0.0,0.0,1.0,15.0,0.0,3.0,0.0,15.0,0.0,Unknown,WR
2016,Larry Donnell,0.0,0.0,0.0,15.0,92.0,1.0,22.0,41.0,92.0,1.0,28.0,TE
2016,Larry Fitzgerald,5.0,2.0,0.0,107.0,1023.0,6.0,150.0,364.0,1028.0,6.0,33.0,WR
2016,Latavius Murray,788.0,195.0,12.0,33.0,264.0,0.0,42.0,287.0,1052.0,12.0,26.0,RB
2016,Le'Veon Bell,1268.0,261.0,7.0,75.0,616.0,2.0,94.0,685.0,1884.0,9.0,24.0,RB
2016,LeGarrette Blount,1161.0,299.0,18.0,7.0,38.0,0.0,8.0,44.0,1199.0,18.0,30.0,RB
2016,LeSean McCoy,1267.0,234.0,13.0,50.0,356.0,1.0,57.0,403.0,1623.0,14.0,28.0,RB
2016,Lee Smith,0.0,0.0,0.0,6.0,29.0,0.0,6.0,31.0,29.0,0.0,Unknown,TE
2016,Leonte Carroo,0.0,0.0,0.0,3.0,29.0,1.0,6.0,14.0,29.0,1.0,22.0,WR
2016,Levine Toilolo,0.0,0.0,0.0,13.0,264.0,2.0,19.0,151.0,264.0,2.0,25.0,TE
2016,Logan Paulsen,0.0,0.0,0.0,3.0,15.0,0.0,10.0,6.0,15.0,0.0,Unknown,TE
2016,Lorenzo Taliaferro,0.0,1.0,0.0,3.0,10.0,0.0,3.0,13.0,10.0,0.0,Unknown,RB
2016,Luke Stocker,0.0,0.0,0.0,5.0,23.0,0.0,8.0,21.0,23.0,0.0,Unknown,TE
2016,Luke Willson,0.0,0.0,0.0,15.0,129.0,2.0,21.0,75.0,129.0,2.0,26.0,TE
2016,Malcolm Brown,39.0,18.0,0.0,3.0,46.0,0.0,3.0,41.0,85.0,0.0,Unknown,RB
2016,Malcolm Mitchell,0.0,0.0,0.0,32.0,401.0,4.0,48.0,165.0,401.0,4.0,24.0,WR
2016,Marcedes Lewis,0.0,0.0,0.0,20.0,169.0,1.0,30.0,113.0,169.0,1.0,32.0,TE
2016,Marcel Reece,0.0,2.0,0.0,5.0,73.0,0.0,5.0,32.0,73.0,0.0,31.0,WR
2016,Marcus Murphy,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,Unknown,RB
2016,Mark Ingram,1043.0,205.0,6.0,46.0,319.0,4.0,57.0,335.0,1362.0,10.0,27.0,RB
2016,Markus Wheaton,0.0,0.0,0.0,4.0,51.0,1.0,9.0,9.0,51.0,1.0,25.0,WR
2016,Marqise Lee,35.0,6.0,0.0,63.0,851.0,3.0,105.0,359.0,886.0,3.0,25.0,WR
2016,Marquess Wilson,0.0,0.0,0.0,9.0,160.0,1.0,16.0,54.0,160.0,1.0,24.0,WR
2016,Marquise Goodwin,0.0,0.0,0.0,29.0,431.0,3.0,68.0,99.0,431.0,3.0,26.0,WR
2016,Martellus Bennett,10.0,2.0,0.0,55.0,701.0,7.0,73.0,425.0,711.0,7.0,29.0,TE
2016,Marvin Jones,3.0,1.0,0.0,55.0,930.0,4.0,103.0,252.0,933.0,4.0,26.0,WR
2016,Matt Asiata,402.0,121.0,6.0,32.0,263.0,0.0,38.0,277.0,665.0,6.0,29.0,RB
2016,Matt Forte,813.0,218.0,7.0,30.0,263.0,1.0,43.0,283.0,1076.0,8.0,31.0,RB
2016,Matt Jones,460.0,99.0,3.0,8.0,73.0,0.0,8.0,55.0,533.0,3.0,23.0,RB
2016,Matt Lengel,0.0,0.0,0.0,2.0,22.0,1.0,3.0,0.0,22.0,1.0,26.0,TE
2016,Maurice Harris,0.0,0.0,0.0,8.0,66.0,0.0,12.0,9.0,66.0,0.0,Unknown,WR
2016,Melvin Gordon,997.0,254.0,10.0,41.0,419.0,2.0,57.0,428.0,1416.0,12.0,23.0,RB
2016,Michael Burton,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Unknown,RB
2016,Michael Campanaro,72.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,0.0,Unknown,WR
2016,Michael Crabtree,0.0,0.0,0.0,89.0,1003.0,8.0,145.0,278.0,1003.0,8.0,29.0,WR
2016,Michael Floyd,0.0,0.0,0.0,37.0,488.0,5.0,77.0,73.0,488.0,5.0,27.0,WR
2016,Michael Thomas,0.0,0.0,0.0,92.0,1137.0,9.0,122.0,484.0,1137.0,9.0,23.0,WR
2016,Mike Davis,50.0,19.0,1.0,3.0,25.0,0.0,5.0,17.0,75.0,1.0,23.0,WR
2016,Mike Evans,0.0,0.0,0.0,96.0,1321.0,12.0,175.0,206.0,1321.0,12.0,23.0,WR
2016,Mike Gillislee,577.0,101.0,8.0,9.0,50.0,1.0,11.0,46.0,627.0,9.0,26.0,RB
2016,Mike Thomas,0.0,0.0,0.0,3.0,37.0,0.0,9.0,14.0,37.0,0.0,Unknown,WR
2016,Mike Tolbert,114.0,35.0,0.0,10.0,72.0,1.0,15.0,86.0,186.0,1.0,31.0,RB
2016,Mike Wallace,31.0,5.0,0.0,72.0,1017.0,4.0,117.0,422.0,1048.0,4.0,30.0,WR
2016,Mohamed Sanu,5.0,1.0,0.0,59.0,653.0,4.0,81.0,304.0,658.0,4.0,27.0,WR
2016,MyCole Pruitt,0.0,0.0,0.0,2.0,13.0,0.0,2.0,8.0,13.0,0.0,Unknown,TE
2016,Mychal Rivera,0.0,0.0,0.0,18.0,192.0,1.0,25.0,66.0,192.0,1.0,26.0,TE
2016,Nelson Agholor,14.0,5.0,0.0,36.0,365.0,2.0,70.0,115.0,379.0,2.0,23.0,WR
2016,Nick Boyle,0.0,0.0,0.0,6.0,44.0,0.0,6.0,23.0,44.0,0.0,Unknown,TE
2016,Nick O'Leary,0.0,0.0,0.0,9.0,114.0,0.0,14.0,44.0,114.0,0.0,24.0,RB
2016,Nick Vannett,0.0,0.0,0.0,3.0,32.0,0.0,4.0,14.0,32.0,0.0,Unknown,TE
2016,Nick Williams,0.0,0.0,0.0,5.0,59.0,0.0,7.0,40.0,59.0,0.0,Unknown,WR
2016,Odell Beckham Jr.,9.0,1.0,0.0,101.0,1367.0,10.0,169.0,540.0,1376.0,10.0,24.0,WR
2016,Orleans Darkwa,111.0,30.0,2.0,2.0,12.0,0.0,4.0,18.0,123.0,2.0,24.0,RB
2016,Patrick DiMarco,0.0,0.0,0.0,7.0,52.0,1.0,10.0,30.0,52.0,1.0,27.0,RB
2016,Paul Richardson,5.0,1.0,0.0,21.0,288.0,1.0,36.0,95.0,293.0,1.0,24.0,WR
2016,Percy Harvin,11.0,1.0,0.0,2.0,6.0,0.0,4.0,5.0,17.0,0.0,Unknown,WR
2016,Peyton Barber,223.0,55.0,1.0,5.0,28.0,0.0,6.0,17.0,251.0,1.0,22.0,RB
2016,Pharoh Cooper,0.0,0.0,0.0,14.0,106.0,0.0,20.0,70.0,106.0,0.0,Unknown,WR
2016,Phillip Dorsett,10.0,2.0,0.0,33.0,528.0,2.0,60.0,150.0,538.0,2.0,23.0,WR
2016,Phillip Supernaw,0.0,0.0,0.0,4.0,62.0,0.0,5.0,51.0,62.0,0.0,Unknown,TE
2016,Pierre Garcon,0.0,0.0,0.0,79.0,1041.0,3.0,116.0,357.0,1041.0,3.0,30.0,WR
2016,Quincy Enunwa,12.0,1.0,0.0,58.0,857.0,4.0,106.0,378.0,869.0,4.0,24.0,WR
2016,Quinton Patton,0.0,0.0,0.0,37.0,408.0,0.0,63.0,203.0,408.0,0.0,Unknown,WR
2016,Raheem Mostert,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Unknown,RB
2016,Randall Cobb,33.0,10.0,0.0,60.0,610.0,4.0,84.0,366.0,643.0,4.0,26.0,WR
2016,Rashad Greene,0.0,0.0,0.0,5.0,32.0,0.0,8.0,18.0,32.0,0.0,Unknown,WR
2016,Rashad Jennings,593.0,181.0,3.0,35.0,201.0,1.0,42.0,278.0,794.0,4.0,31.0,RB
2016,Rashad Ross,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,8.0,0.0,Unknown,WR
2016,Rashard Higgins,0.0,0.0,0.0,6.0,77.0,0.0,12.0,31.0,77.0,0.0,Unknown,WR
2016,Reggie Bush,-3.0,12.0,1.0,7.0,90.0,0.0,10.0,43.0,87.0,1.0,31.0,RB
2016,Rex Burkhead,344.0,74.0,2.0,17.0,145.0,0.0,20.0,146.0,489.0,2.0,26.0,RB
2016,Rhett Ellison,1.0,1.0,1.0,9.0,57.0,0.0,15.0,37.0,58.0,1.0,28.0,TE
2016,Richard Rodgers,0.0,0.0,0.0,30.0,271.0,2.0,46.0,107.0,271.0,2.0,24.0,TE
2016,Rishard Matthews,0.0,0.0,0.0,65.0,945.0,9.0,108.0,227.0,945.0,9.0,27.0,WR
2016,Rob Gronkowski,0.0,0.0,0.0,25.0,540.0,3.0,38.0,233.0,540.0,3.0,27.0,TE
2016,Robert Turbin,164.0,47.0,7.0,26.0,179.0,1.0,35.0,221.0,343.0,8.0,27.0,RB
2016,Robert Woods,6.0,1.0,0.0,51.0,613.0,1.0,74.0,154.0,619.0,1.0,24.0,WR
2016,Rod Smith,0.0,0.0,0.0,1.0,4.0,0.0,1.0,7.0,4.0,0.0,Unknown,RB
2016,Rod Streater,0.0,0.0,0.0,18.0,191.0,2.0,27.0,79.0,191.0,2.0,28.0,WR
2016,Roger Lewis,0.0,0.0,0.0,7.0,97.0,2.0,19.0,3.0,97.0,2.0,23.0,WR
2016,Ronnie Hillman,131.0,41.0,0.0,7.0,93.0,0.0,15.0,100.0,224.0,0.0,Unknown,RB
2016,Roosevelt Nix,0.0,0.0,0.0,2.0,5.0,0.0,2.0,7.0,5.0,0.0,Unknown,RB
2016,Russell Shepard,9.0,1.0,0.0,23.0,341.0,2.0,41.0,80.0,350.0,2.0,26.0,WR
2016,Ryan Grant,0.0,0.0,0.0,9.0,76.0,0.0,19.0,25.0,76.0,0.0,Unknown,WR
2016,Ryan Griffin,0.0,0.0,0.0,50.0,442.0,2.0,75.0,163.0,442.0,2.0,26.0,TE
2016,Ryan Hewitt,0.0,0.0,0.0,2.0,13.0,0.0,3.0,9.0,13.0,0.0,Unknown,RB
2016,Ryan Mathews,661.0,155.0,8.0,13.0,115.0,1.0,14.0,113.0,776.0,9.0,29.0,RB
2016,Sammie Coates,14.0,4.0,0.0,21.0,435.0,2.0,49.0,126.0,449.0,2.0,23.0,WR
2016,Sammy Watkins,0.0,0.0,0.0,28.0,430.0,2.0,52.0,43.0,430.0,2.0,23.0,WR
2016,Seth Roberts,0.0,0.0,0.0,38.0,397.0,5.0,77.0,213.0,397.0,5.0,25.0,WR
2016,Shane Vereen,158.0,33.0,1.0,11.0,94.0,0.0,19.0,89.0,252.0,1.0,27.0,RB
2016,Shaun Draughn,196.0,74.0,4.0,29.0,263.0,2.0,39.0,199.0,459.0,6.0,29.0,RB
2016,Spencer Ware,921.0,214.0,3.0,33.0,447.0,2.0,42.0,395.0,1368.0,5.0,25.0,RB
2016,Stefon Diggs,10.0,3.0,0.0,84.0,903.0,3.0,111.0,320.0,913.0,3.0,23.0,WR
2016,Stephen Anderson,0.0,0.0,0.0,11.0,93.0,1.0,16.0,42.0,93.0,1.0,23.0,TE
2016,Sterling Shepard,31.0,3.0,0.0,65.0,683.0,8.0,105.0,266.0,714.0,8.0,23.0,WR
2016,Stevan Ridley,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Unknown,RB
2016,T.J. Jones,0.0,0.0,0.0,5.0,93.0,0.0,14.0,30.0,93.0,0.0,Unknown,WR
2016,T.J. Yeldon,465.0,130.0,1.0,50.0,312.0,1.0,68.0,365.0,777.0,2.0,23.0,RB
2016,T.Y. Hilton,0.0,0.0,0.0,91.0,1448.0,6.0,156.0,400.0,1448.0,6.0,27.0,WR
2016,Taiwan Jones,-8.0,1.0,0.0,4.0,43.0,0.0,4.0,61.0,35.0,0.0,Unknown,RB
2016,Tajae Sharpe,1.0,1.0,0.0,41.0,522.0,2.0,83.0,91.0,523.0,2.0,22.0,WR
2016,Tanner McEvoy,0.0,0.0,0.0,9.0,140.0,2.0,11.0,27.0,140.0,2.0,23.0,TE
2016,Tavarres King,0.0,0.0,0.0,2.0,50.0,0.0,4.0,6.0,50.0,0.0,Unknown,WR
2016,Tavon Austin,159.0,28.0,1.0,58.0,509.0,3.0,107.0,272.0,668.0,4.0,26.0,WR
2016,Taylor Gabriel,51.0,4.0,1.0,35.0,579.0,6.0,49.0,285.0,630.0,7.0,25.0,WR
2016,Terrance West,774.0,193.0,5.0,34.0,236.0,1.0,45.0,252.0,1010.0,6.0,25.0,RB
2016,Terrance Williams,0.0,0.0,0.0,44.0,594.0,4.0,61.0,161.0,594.0,4.0,27.0,WR
2016,Terrell Watson,28.0,9.0,1.0,1.0,5.0,0.0,1.0,1.0,33.0,1.0,23.0,RB
2016,Terrelle Pryor,21.0,8.0,1.0,77.0,1007.0,4.0,139.0,206.0,1028.0,5.0,27.0,WR
2016,Terron Ward,151.0,31.0,0.0,1.0,11.0,0.0,2.0,9.0,162.0,0.0,Unknown,RB
2016,Tevin Coleman,520.0,118.0,8.0,31.0,421.0,3.0,40.0,385.0,941.0,11.0,23.0,RB
2016,Theo Riddick,357.0,92.0,1.0,53.0,371.0,5.0,67.0,389.0,728.0,6.0,25.0,RB
2016,Thomas Rawls,349.0,109.0,3.0,13.0,96.0,0.0,17.0,89.0,445.0,3.0,23.0,RB
2016,Tim Hightower,548.0,133.0,4.0,22.0,200.0,1.0,26.0,214.0,748.0,5.0,30.0,RB
2016,Todd Gurley,885.0,278.0,6.0,43.0,327.0,0.0,57.0,356.0,1212.0,6.0,22.0,RB
2016,Tommylee Lewis,11.0,3.0,0.0,7.0,76.0,0.0,11.0,23.0,87.0,0.0,Unknown,WR
2016,Torrey Smith,0.0,0.0,0.0,20.0,267.0,3.0,49.0,63.0,267.0,3.0,27.0,WR
2016,Travaris Cadet,19.0,4.0,0.0,40.0,281.0,4.0,53.0,206.0,300.0,4.0,27.0,RB
2016,Travis Benjamin,-3.0,2.0,0.0,47.0,677.0,4.0,76.0,257.0,674.0,4.0,27.0,WR
2016,Travis Kelce,-5.0,1.0,0.0,85.0,1125.0,4.0,117.0,660.0,1120.0,4.0,Unknown,TE
2016,Trevor Davis,0.0,0.0,0.0,3.0,24.0,1.0,6.0,9.0,24.0,1.0,23.0,WR
2016,Trey Burton,0.0,0.0,0.0,37.0,327.0,1.0,60.0,136.0,327.0,1.0,25.0,TE
2016,Troy Niklas,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,Unknown,TE
2016,Troymaine Pope,44.0,12.0,0.0,1.0,5.0,0.0,2.0,1.0,49.0,0.0,Unknown,RB
2016,Ty Montgomery,457.0,77.0,3.0,44.0,348.0,0.0,56.0,340.0,805.0,3.0,23.0,RB
2016,Tyler Boyd,58.0,4.0,0.0,54.0,603.0,1.0,81.0,218.0,661.0,1.0,22.0,WR
2016,Tyler Eifert,0.0,0.0,0.0,29.0,394.0,5.0,47.0,156.0,394.0,5.0,26.0,TE
2016,Tyler Higbee,0.0,0.0,0.0,11.0,85.0,1.0,28.0,24.0,85.0,1.0,23.0,TE
2016,Tyler Kroft,0.0,0.0,0.0,10.0,92.0,0.0,12.0,33.0,92.0,0.0,Unknown,TE
2016,Tyler Lockett,114.0,6.0,1.0,41.0,597.0,1.0,67.0,226.0,711.0,2.0,24.0,WR
2016,Tyreek Hill,267.0,24.0,3.0,61.0,593.0,6.0,83.0,281.0,860.0,9.0,Unknown,WR
2016,Tyrell Williams,0.0,0.0,0.0,69.0,1059.0,7.0,121.0,465.0,1059.0,7.0,24.0,WR
2016,Vance McDonald,0.0,0.0,0.0,24.0,391.0,4.0,45.0,211.0,391.0,4.0,26.0,WR
2016,Vernon Davis,0.0,0.0,0.0,44.0,583.0,2.0,59.0,239.0,583.0,2.0,32.0,TE
2016,Victor Cruz,0.0,0.0,0.0,39.0,586.0,1.0,72.0,203.0,586.0,1.0,30.0,WR
2016,Vincent Jackson,0.0,0.0,0.0,15.0,173.0,0.0,31.0,19.0,173.0,0.0,Unknown,WR
2016,Virgil Green,0.0,0.0,0.0,22.0,237.0,1.0,37.0,107.0,237.0,1.0,28.0,TE
2016,Wendell Smallwood,312.0,77.0,1.0,6.0,55.0,0.0,12.0,51.0,367.0,1.0,22.0,RB
2016,Will Fuller,-3.0,1.0,0.0,47.0,635.0,2.0,92.0,231.0,632.0,2.0,22.0,WR
2016,Will Tye,0.0,0.0,0.0,48.0,395.0,1.0,70.0,197.0,395.0,1.0,25.0,TE
2016,Willie Snead,0.0,0.0,0.0,72.0,895.0,4.0,104.0,387.0,895.0,4.0,24.0,WR
2016,Xavier Grimble,0.0,0.0,0.0,11.0,118.0,2.0,21.0,43.0,118.0,2.0,24.0,TE
2016,Zach Ertz,0.0,0.0,0.0,78.0,816.0,4.0,107.0,278.0,816.0,4.0,26.0,TE
2016,Zach Line,15.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,Unknown,RB
2016,Zach Miller,0.0,0.0,0.0,47.0,486.0,4.0,65.0,231.0,486.0,4.0,32.0,TE
2016,Zach Zenner,334.0,88.0,4.0,18.0,196.0,0.0,23.0,201.0,530.0,4.0,25.0,RB
2017,A.J. Derby,0.0,0.0,0.0,21.0,244.0,2.0,41.0,93.0,244.0,2.0,26.0,TE
2017,A.J. Green,0.0,0.0,0.0,75.0,1078.0,8.0,145.0,316.0,1078.0,8.0,29.0,WR
2017,Aaron Jones,448.0,81.0,4.0,9.0,22.0,0.0,18.0,31.0,470.0,4.0,23.0,RB
2017,Aaron Ripkowski,13.0,5.0,0.0,7.0,39.0,0.0,9.0,25.0,52.0,0.0,Unknown,RB
2017,Adam Humphries,6.0,1.0,0.0,61.0,631.0,1.0,83.0,296.0,637.0,1.0,24.0,WR
2017,Adam Thielen,11.0,1.0,0.0,91.0,1276.0,4.0,143.0,441.0,1287.0,4.0,27.0,WR
2017,Adrian Peterson,529.0,156.0,2.0,11.0,70.0,0.0,19.0,56.0,599.0,2.0,32.0,RB
2017,Alan Cross,0.0,0.0,0.0,5.0,58.0,0.0,6.0,29.0,58.0,0.0,Unknown,TE
2017,Albert Wilson,6.0,3.0,0.0,42.0,554.0,3.0,63.0,323.0,560.0,3.0,25.0,WR
2017,Aldrick Robinson,0.0,0.0,0.0,19.0,260.0,2.0,48.0,37.0,260.0,2.0,29.0,WR
2017,Alex Collins,973.0,212.0,6.0,23.0,187.0,0.0,36.0,191.0,1160.0,6.0,23.0,RB
2017,Alex Erickson,16.0,5.0,0.0,12.0,180.0,1.0,16.0,40.0,196.0,1.0,25.0,WR
2017,Alfred Blue,262.0,71.0,1.0,7.0,54.0,0.0,9.0,39.0,316.0,1.0,26.0,RB
2017,Alfred Morris,547.0,115.0,1.0,7.0,45.0,0.0,9.0,47.0,592.0,1.0,29.0,RB
2017,Allen Hurns,0.0,0.0,0.0,39.0,484.0,2.0,56.0,181.0,484.0,2.0,26.0,WR
2017,Allen Robinson,0.0,0.0,0.0,1.0,17.0,0.0,1.0,2.0,17.0,0.0,Unknown,WR
2017,Alshon Jeffery,0.0,0.0,0.0,57.0,789.0,9.0,120.0,223.0,789.0,9.0,27.0,WR
2017,Alvin Kamara,728.0,120.0,8.0,81.0,826.0,5.0,100.0,706.0,1554.0,13.0,22.0,RB
2017,Amari Cooper,4.0,1.0,0.0,48.0,680.0,7.0,96.0,291.0,684.0,7.0,23.0,WR
2017,Ameer Abdullah,552.0,165.0,4.0,25.0,162.0,1.0,34.0,149.0,714.0,5.0,24.0,RB
2017,Andre Ellington,55.0,20.0,1.0,39.0,369.0,0.0,59.0,271.0,424.0,1.0,28.0,RB
2017,Andre Holmes,0.0,0.0,0.0,13.0,120.0,3.0,23.0,11.0,120.0,3.0,29.0,WR
2017,Andre Roberts,0.0,0.0,0.0,1.0,12.0,0.0,4.0,7.0,12.0,0.0,Unknown,WR
2017,Andre Williams,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,Unknown,RB
2017,Andy Janovich,12.0,6.0,1.0,4.0,35.0,0.0,6.0,25.0,47.0,1.0,24.0,RB
2017,Anthony Fasano,0.0,0.0,0.0,12.0,107.0,1.0,16.0,41.0,107.0,1.0,33.0,TE
2017,Anthony Sherman,40.0,14.0,1.0,6.0,47.0,0.0,8.0,41.0,87.0,1.0,29.0,RB
2017,Antonio Brown,0.0,0.0,0.0,101.0,1533.0,9.0,162.0,492.0,1533.0,9.0,Unknown,WR
2017,Antonio Gates,0.0,0.0,0.0,30.0,316.0,3.0,52.0,80.0,316.0,3.0,37.0,TE
2017,Antony Auclair,0.0,0.0,0.0,2.0,25.0,0.0,2.0,19.0,25.0,0.0,Unknown,TE
2017,Arrelious Benn,0.0,0.0,0.0,1.0,12.0,0.0,2.0,1.0,12.0,0.0,Unknown,WR
2017,Austin Ekeler,260.0,47.0,2.0,27.0,279.0,3.0,35.0,258.0,539.0,5.0,22.0,RB
2017,Austin Hooper,0.0,0.0,0.0,49.0,526.0,3.0,65.0,268.0,526.0,3.0,23.0,TE
2017,Austin Seferian-Jenkins,0.0,0.0,0.0,50.0,357.0,3.0,74.0,116.0,357.0,3.0,25.0,TE
2017,Ben Koyack,0.0,0.0,0.0,5.0,38.0,0.0,7.0,16.0,38.0,0.0,24.0,TE
2017,Bennie Fowler,0.0,0.0,0.0,29.0,350.0,3.0,56.0,109.0,350.0,3.0,26.0,WR
2017,Benny Cunningham,29.0,9.0,0.0,20.0,240.0,2.0,26.0,260.0,269.0,2.0,27.0,RB
2017,Bilal Powell,772.0,178.0,5.0,23.0,170.0,0.0,33.0,170.0,942.0,5.0,29.0,RB
2017,Blake Bell,0.0,0.0,0.0,3.0,19.0,0.0,4.0,8.0,19.0,0.0,26.0,TE
2017,Bobby Rainey,2.0,1.0,0.0,5.0,18.0,0.0,7.0,34.0,20.0,0.0,30.0,RB
2017,Bobo Wilson,8.0,3.0,0.0,1.0,18.0,1.0,1.0,0.0,26.0,1.0,22.0,WR
2017,Brandin Cooks,40.0,9.0,0.0,65.0,1082.0,7.0,114.0,257.0,1122.0,7.0,24.0,WR
2017,Brandon Bolden,67.0,13.0,0.0,1.0,7.0,0.0,4.0,13.0,74.0,0.0,Unknown,RB
2017,Brandon Coleman,0.0,0.0,0.0,23.0,364.0,3.0,38.0,142.0,364.0,3.0,25.0,WR
2017,Brandon LaFell,0.0,0.0,0.0,52.0,548.0,3.0,87.0,253.0,548.0,3.0,31.0,WR
2017,Brandon Tate,0.0,0.0,0.0,6.0,81.0,1.0,14.0,39.0,81.0,1.0,30.0,WR
2017,Braxton Miller,1.0,1.0,0.0,19.0,162.0,1.0,29.0,70.0,163.0,1.0,25.0,WR
2017,Brent Celek,0.0,0.0,0.0,13.0,130.0,1.0,23.0,93.0,130.0,1.0,32.0,TE
2017,Breshad Perriman,0.0,0.0,0.0,10.0,77.0,0.0,34.0,7.0,77.0,0.0,Unknown,WR
2017,Brian Hill,37.0,11.0,0.0,2.0,36.0,0.0,2.0,34.0,73.0,0.0,Unknown,RB
2017,Brian Quick,0.0,0.0,0.0,6.0,76.0,0.0,8.0,28.0,76.0,0.0,Unknown,WR
2017,Brice Butler,0.0,0.0,0.0,15.0,317.0,3.0,25.0,77.0,317.0,3.0,27.0,WR
2017,Brittan Golden,0.0,0.0,0.0,5.0,70.0,0.0,9.0,48.0,70.0,0.0,Unknown,WR
2017,Bruce Ellington,17.0,3.0,0.0,29.0,330.0,2.0,54.0,128.0,347.0,2.0,26.0,WR
2017,C.J. Anderson,1007.0,245.0,3.0,28.0,224.0,1.0,40.0,218.0,1231.0,4.0,26.0,RB
2017,C.J. Fiedorowicz,0.0,0.0,0.0,14.0,127.0,0.0,21.0,31.0,127.0,0.0,Unknown,TE
2017,C.J. Ham,13.0,7.0,1.0,7.0,68.0,0.0,8.0,89.0,81.0,1.0,24.0,RB
2017,C.J. Prosise,23.0,11.0,0.0,6.0,87.0,0.0,11.0,51.0,110.0,0.0,Unknown,RB
2017,C.J. Spiller,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Unknown,RB
2017,C.J. Uzomah,0.0,0.0,0.0,10.0,92.0,1.0,15.0,54.0,92.0,1.0,24.0,TE
2017,Cameron Artis-Payne,95.0,18.0,1.0,1.0,2.0,0.0,1.0,6.0,97.0,1.0,27.0,RB
2017,Cameron Brate,0.0,0.0,0.0,48.0,591.0,6.0,77.0,166.0,591.0,6.0,26.0,TE
2017,Carlos Hyde,938.0,240.0,8.0,59.0,350.0,0.0,87.0,347.0,1288.0,8.0,27.0,RB
2017,Cethan Carter,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Unknown,TE
2017,Chad Hansen,0.0,0.0,0.0,9.0,94.0,0.0,18.0,19.0,94.0,0.0,Unknown,WR
2017,Chad Williams,33.0,2.0,0.0,3.0,31.0,0.0,7.0,6.0,64.0,0.0,Unknown,WR
2017,Charcandrick West,72.0,18.0,2.0,27.0,150.0,2.0,34.0,136.0,222.0,4.0,26.0,RB
2017,Charles Clay,0.0,0.0,0.0,49.0,558.0,2.0,74.0,267.0,558.0,2.0,28.0,TE
2017,Charles Sims,95.0,21.0,0.0,35.0,249.0,1.0,48.0,227.0,344.0,1.0,27.0,RB
2017,Charone Peake,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,Unknown,WR
