Year,Name,Position,Age,Height (in),Weight (lbs),RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate
2020,Alshon Jeffery,WR,30,75,218,0,0,0,6,115,1,13,27,115,1,Eagles,PHI,334,418,5354,598,3327,22,403,2027,16,336,29,60.87%,0.062383,5.563545,5.029777,0.028971
2017,Alvin Kamara,RB,22,70,215,728,120,8,81,826,5,100,706,1554,13,Saints,NO,448,326,6259,536,4189,23,444,2070,23,332,18,61.29%,0.071577,7.815299,4.662162,0.018367
2018,Alvin Kamara,RB,23,70,215,883,194,14,81,709,4,105,647,1592,18,Saints,NO,504,353,6067,519,4042,33,471,2025,26,377,16,68.42%,0.083072,7.788054,4.299363,0.016162
2019,Alvin Kamara,RB,24,70,215,797,171,5,81,533,1,97,568,1330,6,Saints,NO,458,341,5982,581,4244,36,405,1738,12,347,8,59.32%,0.076563,7.304647,4.291358,0.008114
2020,Alvin Kamara,RB,25,70,215,932,187,16,83,756,5,107,734,1688,21,Saints,NO,482,337,6023,522,3758,28,494,2265,30,367,17,71.62%,0.080027,7.199234,4.58502,0.016732
2021,Alvin Kamara,RB,26,70,215,898,240,4,47,439,5,67,437,1337,9,Saints,NO,364,335,5177,504,3186,29,510,1991,12,307,18,58.93%,0.070311,6.321429,3.903922,0.017751
2022,Alvin Kamara,RB,27,70,215,897,223,2,57,490,2,77,461,1387,4,Saints,NO,330,345,5674,512,3692,24,465,1982,12,305,25,52.08%,0.05816,7.210938,4.262366,0.025589
2023,Alvin Kamara,RB,28,70,215,694,180,5,75,466,1,86,501,1160,6,Saints,NO,402,327,5732,606,3990,28,480,1742,13,337,18,53.33%,0.070133,6.584158,3.629167,0.016575
2015,Amari Cooper,WR,21,73,210,-3,3,0,72,1070,6,130,384,1067,6,Raiders,OAK,359,399,5336,605,3879,34,370,1457,7,300,24,60.98%,0.067279,6.41157,3.937838,0.024615
2016,Amari Cooper,WR,22,73,210,0,1,0,83,1153,5,132,476,1153,5,Raiders,OAK,416,385,5973,596,4051,29,434,1922,17,334,14,58.62%,0.069647,6.79698,4.428571,0.013592
2017,Amari Cooper,WR,23,73,211,4,1,0,48,680,7,96,291,684,7,Raiders,OAK,301,373,5185,558,3631,23,370,1554,13,287,28,58.82%,0.058052,6.507168,4.2,0.030172
2018,Amari Cooper,WR,24,73,211,20,2,0,75,1005,7,107,415,1025,7,Cowboys,DAL,339,324,5501,527,3538,22,439,1963,13,322,17,51.79%,0.061625,6.713472,4.471526,0.017598
2019,Amari Cooper,WR,25,73,211,6,1,0,79,1189,8,119,245,1195,8,Cowboys,DAL,434,321,6904,597,4751,30,449,2153,18,379,18,57.41%,0.062862,7.958124,4.7951,0.017208
2020,Amari Cooper,WR,26,73,211,14,6,0,92,1114,5,130,409,1128,5,Cowboys,DAL,395,473,5949,639,4161,25,430,1788,14,371,26,50.00%,0.066398,6.511737,4.15814,0.024322
2021,Amari Cooper,WR,27,73,211,0,0,0,68,865,8,104,229,865,8,Cowboys,DAL,530,358,6919,647,4800,40,473,2119,15,390,20,63.64%,0.076601,7.418856,4.479915,0.017857
2022,Amari Cooper,WR,28,73,211,0,0,0,78,1160,9,132,299,1160,9,Browns,CLE,361,381,5934,540,3444,19,532,2490,19,350,21,53.57%,0.060836,6.377778,4.680451,0.01959
2023,Amari Cooper,WR,29,73,211,0,0,0,72,1250,5,128,271,1250,5,Browns,CLE,396,362,5710,624,3693,24,518,2017,15,325,37,57.69%,0.069352,5.918269,3.893822,0.032399
2015,Ameer Abdullah,RB,22,68,203,597,143,2,25,183,1,39,206,780,3,Lions,DET,358,400,5547,632,4212,33,354,1335,7,337,24,69.39%,0.064539,6.664557,3.771186,0.024341
2016,Ameer Abdullah,RB,23,69,203,101,18,0,5,57,1,5,56,158,1,Lions,DET,346,358,5421,594,4111,24,350,1310,9,329,15,54.17%,0.063826,6.920875,3.742857,0.01589
2017,Ameer Abdullah,RB,24,69,203,552,165,4,25,162,1,34,149,714,5,Lions,DET,410,376,5404,570,4183,29,363,1221,10,296,22,56.52%,0.07587,7.338596,3.363636,0.02358
2018,Ameer Abdullah,RB,25,69,203,1,1,0,3,28,0,4,30,29,0,Vikings,MIN,360,341,5529,606,4036,30,357,1493,9,310,20,54.00%,0.065111,6.660066,4.182073,0.020768
2019,Ameer Abdullah,RB,26,69,203,115,23,0,15,88,1,21,82,203,1,Vikings,MIN,407,303,5656,466,3523,26,476,2133,19,314,20,60.66%,0.071959,7.560086,4.481092,0.021231
2020,Ameer Abdullah,RB,27,69,203,42,8,0,8,58,2,9,50,100,2,Vikings,MIN,430,475,6292,516,4009,35,468,2283,20,383,23,71.19%,0.068341,7.76938,4.878205,0.023374
2021,Ameer Abdullah,RB,28,68,203,166,51,0,38,289,1,53,294,455,1,Panthers,CAR,304,404,5081,599,3239,14,455,1842,17,322,29,53.19%,0.059831,5.407346,4.048352,0.027514
2022,Ameer Abdullah,RB,29,68,203,20,4,0,25,211,1,32,195,231,1,Raiders,LV,395,418,5993,586,3934,28,428,2059,12,343,21,48.94%,0.06591,6.713311,4.810748,0.02071
2023,Ameer Abdullah,RB,30,69,203,89,15,0,19,131,0,24,88,220,0,Raiders,LV,332,331,4922,557,3380,20,413,1542,11,292,24,48.94%,0.067452,6.068223,3.733656,0.024742
2021,Amon-Ra St. Brown,WR,22,72,195,61,7,1,90,912,5,119,424,973,6,Lions,DET,325,467,5484,593,3598,23,427,1886,12,329,23,46.67%,0.059263,6.067454,4.416862,0.022549
2022,Amon-Ra St. Brown,WR,23,72,195,95,9,0,106,1161,6,146,531,1256,6,Lions,DET,453,427,6460,588,4281,29,480,2179,23,376,15,66.18%,0.070124,7.280612,4.539583,0.014045
2023,Amon-Ra St. Brown,WR,24,72,195,24,4,0,119,1515,10,164,668,1539,10,Lions,DET,461,395,6712,606,4401,30,500,2311,27,375,23,66.67%,0.068683,7.262376,4.622,0.020796
2015,Andre Caldwell,WR,30,72,200,3,1,0,10,72,2,22,17,75,2,Broncos,DEN,355,296,5688,606,3970,19,411,1718,13,314,31,46.15%,0.062412,6.551155,4.180049,0.030482
2015,Andre Ellington,RB,26,69,199,289,45,3,15,148,0,24,83,437,3,Cardinals,ARZ,489,313,6533,562,4616,35,452,1917,16,373,24,60.00%,0.074851,8.213523,4.24115,0.023669
2016,Andre Ellington,RB,27,69,199,96,34,0,12,85,0,19,72,181,0,Cardinals,ARI,418,362,5868,646,4136,28,399,1732,20,368,28,64.81%,0.071234,6.402477,4.340852,0.026794
2017,Andre Ellington,RB,28,69,199,55,20,1,39,369,0,59,271,424,1,Texans,HOU,338,436,5120,525,3278,28,448,1842,8,313,28,52.38%,0.066016,6.24381,4.111607,0.028777
2015,Andre Holmes,WR,27,76,210,0,0,0,14,201,4,33,55,201,4,Raiders,OAK,359,399,5336,605,3879,34,370,1457,7,300,24,60.98%,0.067279,6.41157,3.937838,0.024615
2016,Andre Holmes,WR,28,76,210,0,0,0,14,126,3,25,30,126,3,Raiders,OAK,416,385,5973,596,4051,29,434,1922,17,334,14,58.62%,0.069647,6.79698,4.428571,0.013592
2017,Andre Holmes,WR,29,76,210,0,0,0,13,120,3,23,11,120,3,Bills,BUF,302,359,4842,476,2825,16,487,2017,12,278,16,51.11%,0.062371,5.934874,4.141684,0.016615
2018,Andre Holmes,WR,30,76,210,0,0,0,13,162,0,24,52,162,0,Broncos,DEN,329,349,5602,588,3695,19,393,1907,18,320,21,56.82%,0.058729,6.284014,4.852417,0.021407
2015,Andre Johnson,WR,34,75,229,0,0,0,41,503,4,77,165,503,4,Colts,IND,333,408,5142,619,3704,26,396,1438,6,311,30,53.06%,0.064761,5.983845,3.631313,0.029557
2016,Andre Johnson,WR,35,75,229,0,0,0,9,85,2,23,12,85,2,Titans,TEN,381,378,5728,504,3541,29,476,2187,16,322,18,72.00%,0.066515,7.025794,4.594538,0.018367
2015,Andre Roberts,WR,27,71,187,0,0,0,11,135,0,21,40,135,0,Commanders,WAS,388,379,5661,555,4095,30,429,1566,9,317,22,58.49%,0.068539,7.445455,3.65035,0.022358
2016,Andre Roberts,WR,28,71,192,0,0,0,14,188,1,25,61,188,1,Lions,DET,346,358,5421,594,4111,24,350,1310,9,329,15,54.17%,0.063826,6.920875,3.742857,0.01589
2017,Andre Roberts,WR,29,71,192,0,0,0,1,12,0,4,7,12,0,Falcons,ATL,353,315,5837,530,3990,21,430,1847,12,330,18,49.18%,0.060476,7.528302,4.295349,0.01875
2018,Andre Roberts,WR,30,71,192,20,2,0,10,79,1,18,16,99,1,Jets,NYJ,333,441,4787,524,3165,18,410,1622,11,258,30,44.44%,0.069563,6.040076,3.956098,0.03212
2019,Andre Roberts,WR,31,71,195,7,1,0,3,20,0,7,7,27,0,Bills,BUF,314,259,5283,513,3229,21,465,2054,13,314,19,56.52%,0.059436,6.294347,4.417204,0.019427
2020,Andre Roberts,WR,32,71,195,-3,1,0,4,34,0,5,4,31,0,Bills,BUF,501,375,6343,596,4620,40,411,1723,16,397,22,61.04%,0.078985,7.751678,4.192214,0.021847
2021,Andre Roberts,WR,33,71,195,19,3,0,1,35,0,2,16,54,0,Chargers,LAC,474,459,6634,674,4800,38,423,1834,18,401,22,64.00%,0.07145,7.121662,4.335697,0.020055
2015,Andre Williams,RB,23,71,230,257,88,1,1,7,0,3,3,264,1,Giants,NYG,420,442,5952,623,4343,36,403,1609,5,331,21,44.44%,0.070565,6.971108,3.992556,0.020468
2016,Andre Williams,RB,24,72,220,87,18,0,0,0,0,2,0,87,0,Chargers,SD,410,423,5708,580,4198,33,398,1510,10,340,35,51.61%,0.071829,7.237931,3.79397,0.035787
2017,Andre Williams,RB,25,72,220,25,9,0,0,0,0,0,0,25,0,Chargers,LAC,355,272,6026,583,4431,28,419,1595,10,337,15,46.81%,0.058911,7.600343,3.806683,0.01497
2019,Andrew Beck,TE,23,75,255,3,1,0,9,90,1,12,68,93,1,Broncos,DEN,282,316,4777,504,3115,16,409,1662,11,279,16,47.62%,0.059033,6.180556,4.06357,0.017525
2022,Andrew Beck,TE,24,75,255,0,2,0,5,69,0,11,41,69,0,Broncos,DEN,287,359,5527,571,3592,18,444,1935,11,300,24,55.56%,0.051927,6.290718,4.358108,0.023645
2023,Andrew Beck,TE,25,75,255,3,5,1,11,55,2,13,37,58,3,Texans,HOU,377,353,5820,592,4173,27,444,1647,10,329,14,55.36%,0.064777,7.048986,3.709459,0.013514
2015,Andrew Hawkins,WR,29,67,180,0,0,0,27,276,0,44,122,276,0,Browns,CLV,278,432,5311,609,3782,20,380,1529,5,307,30,38.30%,0.052344,6.210181,4.023684,0.030334
2016,Andrew Hawkins,WR,30,67,180,0,2,0,33,324,3,54,134,324,3,Browns,CLE,264,452,4976,567,3264,15,350,1712,13,296,25,54.55%,0.053055,5.756614,4.891429,0.027263
2019,Andy Isabella,WR,23,69,190,15,4,0,9,189,1,13,142,204,1,Cardinals,ARI,361,442,5467,554,3477,20,396,1990,18,314,18,45.28%,0.066033,6.276173,5.025253,0.018947
2020,Andy Isabella,WR,24,69,190,-6,1,0,21,224,2,35,85,218,2,Cardinals,ARI,410,367,6153,575,3916,27,479,2237,22,381,21,65.52%,0.066634,6.810435,4.670146,0.019924
2021,Andy Isabella,WR,25,69,190,0,0,0,1,13,0,1,7,13,0,Cardinals,ARI,449,366,6352,591,4276,27,496,2076,23,367,15,60.61%,0.070686,7.235195,4.185484,0.013799
2022,Andy Isabella,WR,26,69,190,1,1,0,2,21,0,5,5,22,0,Ravens,BAL,350,315,5760,488,3040,19,526,2720,14,337,21,44.44%,0.060764,6.229508,5.171103,0.02071
2016,Andy Janovich,RB,23,73,230,33,4,1,5,44,0,7,30,77,1,Broncos,DEN,333,297,5169,570,3685,20,410,1484,11,290,25,46.81%,0.064423,6.464912,3.619512,0.02551
2017,Andy Janovich,RB,24,73,238,12,6,1,4,35,0,6,25,47,1,Broncos,DEN,289,382,5185,566,3333,19,457,1852,8,297,34,39.58%,0.055738,5.888693,4.052516,0.033236
2019,Andy Janovich,RB,26,73,238,1,1,1,5,42,0,5,35,43,1,Broncos,DEN,282,316,4777,504,3115,16,409,1662,11,279,16,47.62%,0.059033,6.180556,4.06357,0.017525
2020,Andy Janovich,RB,27,73,238,4,2,0,2,13,0,5,13,17,0,Browns,CLE,408,419,5913,501,3539,27,495,2374,21,355,16,73.33%,0.069001,7.063872,4.79596,0.016064
2021,Andy Janovich,RB,28,73,238,0,2,1,3,9,0,4,4,9,1,Browns,CLE,349,371,5791,520,3320,21,485,2471,20,342,22,62.00%,0.060266,6.384615,5.094845,0.021891
2018,Andy Jones,WR,24,73,220,0,0,0,11,80,1,24,27,80,1,Lions,DET,324,360,5236,574,3576,22,404,1660,11,325,19,53.06%,0.061879,6.229965,4.108911,0.019427
2015,Anquan Boldin,WR,35,73,220,0,0,0,69,789,4,110,305,789,4,49ers,SF,238,387,4860,526,3316,16,390,1544,7,261,17,43.59%,0.048971,6.304183,3.958974,0.018559
2016,Anquan Boldin,WR,36,73,220,0,0,0,67,584,8,95,228,584,8,Lions,DET,346,358,5421,594,4111,24,350,1310,9,329,15,54.17%,0.063826,6.920875,3.742857,0.01589
2015,Anthony Dixon,RB,28,73,233,44,21,1,6,44,0,7,29,88,1,Bills,BUF,379,359,5775,465,3343,23,509,2432,19,297,19,50.00%,0.065628,7.189247,4.777996,0.019507
2015,Anthony Fasano,TE,31,76,255,0,0,0,26,289,2,42,146,289,2,Titans,TEN,299,423,4988,551,3503,25,371,1485,10,298,33,65.00%,0.059944,6.357532,4.002695,0.035792
2016,Anthony Fasano,TE,32,76,255,0,0,0,8,83,2,14,41,83,2,Titans,TEN,381,378,5728,504,3541,29,476,2187,16,322,18,72.00%,0.066515,7.025794,4.594538,0.018367
2017,Anthony Fasano,TE,33,76,258,0,0,0,12,107,1,16,41,107,1,Dolphins,MIA,281,393,4923,602,3535,24,360,1388,4,284,29,52.63%,0.057079,5.872093,3.855556,0.030146
2018,Anthony Miller,WR,24,71,190,26,6,0,33,423,7,54,174,449,7,Bears,CHI,421,283,5502,512,3564,28,468,1938,16,331,24,63.16%,0.076518,6.960938,4.141026,0.02449
2019,Anthony Miller,WR,25,71,199,-1,1,0,52,656,2,85,227,655,2,Bears,CHI,280,298,4749,580,3291,20,395,1458,8,297,19,52.17%,0.05896,5.674138,3.691139,0.019487
2020,Anthony Miller,WR,26,71,199,12,2,0,49,485,2,76,154,497,2,Bears,CHI,372,370,5302,614,3655,26,393,1647,12,335,22,56.14%,0.070162,5.952769,4.19084,0.021847
2021,Anthony Miller,WR,27,71,199,0,0,0,6,25,1,12,10,25,1,Steelers,PIT,343,398,5361,664,3778,23,411,1583,10,323,20,54.72%,0.063981,5.689759,3.851582,0.018605
2021,Anthony Schwartz,WR,21,72,179,39,6,0,10,135,1,23,10,174,1,Browns,CLE,349,371,5791,520,3320,21,485,2471,20,342,22,62.00%,0.060266,6.384615,5.094845,0.021891
2022,Anthony Schwartz,WR,22,72,179,57,4,1,4,51,0,10,27,108,1,Browns,CLE,361,381,5934,540,3444,19,532,2490,19,350,21,53.57%,0.060836,6.377778,4.680451,0.01959
2015,Anthony Sherman,RB,27,70,242,0,1,0,4,34,0,5,39,34,0,Chiefs,KC,405,287,5299,473,3255,20,436,2044,19,303,15,57.38%,0.07643,6.881607,4.688073,0.016502
2016,Anthony Sherman,RB,28,70,242,0,0,0,4,11,0,6,8,11,0,Chiefs,KC,389,311,5488,546,3740,19,412,1748,15,305,17,47.37%,0.070882,6.849817,4.242718,0.017745
2017,Anthony Sherman,RB,29,70,242,40,14,1,6,47,0,8,41,87,1,Chiefs,KC,415,339,6007,543,4104,26,405,1903,12,322,11,45.28%,0.069086,7.558011,4.698765,0.011603
2018,Anthony Sherman,RB,30,70,242,2,1,0,8,96,1,9,62,98,1,Chiefs,KC,565,421,6810,583,4955,50,387,1855,16,384,18,73.08%,0.082966,8.499142,4.793282,0.018557
2019,Anthony Sherman,RB,31,70,242,9,4,0,2,22,0,3,27,31,0,Chiefs,KC,451,308,6067,576,4498,30,375,1569,16,350,15,60.00%,0.074337,7.809028,4.184,0.015773
2020,Anthony Sherman,RB,32,70,242,8,3,0,1,5,1,2,8,13,1,Chiefs,KC,473,362,6653,630,4854,40,403,1799,13,397,16,58.90%,0.071096,7.704762,4.46402,0.015489
2021,Antoine Wesley,WR,24,76,206,0,0,0,19,208,3,32,61,208,3,Cardinals,ARI,449,366,6352,591,4276,27,496,2076,23,367,15,60.61%,0.070686,7.235195,4.185484,0.013799
2015,Antonio Andrews,RB,23,70,225,520,143,3,21,174,0,29,177,694,3,Titans,TEN,299,423,4988,551,3503,25,371,1485,10,298,33,65.00%,0.059944,6.357532,4.002695,0.035792
2016,Antonio Andrews,RB,24,70,225,15,2,0,0,0,0,0,0,15,0,Titans,TEN,381,378,5728,504,3541,29,476,2187,16,322,18,72.00%,0.066515,7.025794,4.594538,0.018367
2015,Antonio Brown,WR,27,70,181,28,3,0,136,1834,10,195,612,1862,10,Steelers,PIT,423,319,6327,590,4603,26,388,1724,16,331,28,57.14%,0.066856,7.801695,4.443299,0.02863
2016,Antonio Brown,WR,28,70,181,9,3,0,106,1284,12,155,411,1293,12,Steelers,PIT,399,327,5962,596,4202,33,409,1760,13,336,18,54.24%,0.066924,7.050336,4.303178,0.01791
2017,Antonio Brown,WR,29,70,181,0,0,0,101,1533,9,162,492,1533,9,Steelers,PIT,406,308,6047,590,4380,29,437,1667,12,348,20,53.03%,0.067141,7.423729,3.814645,0.019474
2018,Antonio Brown,WR,30,70,181,0,0,0,104,1297,15,168,503,1297,15,Steelers,PIT,428,360,6453,689,5008,35,345,1445,16,378,26,73.47%,0.066326,7.268505,4.188406,0.025145
2019,Antonio Brown,WR,31,70,185,5,1,0,4,56,1,8,7,61,1,Patriots,NE,420,225,5664,620,3961,25,447,1703,17,338,15,49.21%,0.074153,6.38871,3.809843,0.014058
2020,Antonio Brown,WR,32,70,185,-2,2,0,45,483,4,62,253,481,4,Buccaneers,TB,492,355,6145,626,4626,42,369,1519,16,364,17,64.56%,0.080065,7.389776,4.116531,0.017085
2021,Antonio Brown,WR,33,70,185,6,1,0,42,545,4,62,190,551,4,Buccaneers,TB,511,353,6901,731,5229,43,385,1672,18,404,19,65.79%,0.074047,7.153215,4.342857,0.017025
2018,Antonio Callaway,WR,21,71,193,7,2,0,43,586,5,79,237,593,5,Browns,CLE,359,392,5900,574,4007,29,411,1893,15,314,24,66.67%,0.060847,6.980836,4.605839,0.024365
2019,Antonio Callaway,WR,22,71,200,0,0,0,8,89,0,15,45,89,0,Browns,CLE,335,393,5455,539,3554,22,393,1901,15,305,28,58.00%,0.061412,6.593692,4.83715,0.030043
2020,Antonio Callaway,WR,23,71,200,0,0,0,2,20,0,4,2,20,0,Chiefs,KC,473,362,6653,630,4854,40,403,1799,13,397,16,58.90%,0.071096,7.704762,4.46402,0.015489
2015,Antonio Gates,TE,35,76,255,0,0,0,56,630,5,84,244,630,5,Chargers,SD,320,398,5949,667,4591,30,393,1358,4,344,24,63.64%,0.053791,6.883058,3.455471,0.022642
2016,Antonio Gates,TE,36,76,255,0,0,0,53,548,7,92,198,548,7,Chargers,SD,410,423,5708,580,4198,33,398,1510,10,340,35,51.61%,0.071829,7.237931,3.79397,0.035787
2017,Antonio Gates,TE,37,76,255,0,0,0,30,316,3,52,80,316,3,Chargers,LAC,355,272,6026,583,4431,28,419,1595,10,337,15,46.81%,0.058911,7.600343,3.806683,0.01497
2018,Antonio Gates,TE,38,76,255,0,0,0,28,333,2,45,123,333,2,Chargers,LAC,428,329,5962,512,4089,32,399,1873,16,338,19,64.41%,0.071788,7.986328,4.694236,0.020856
2020,Antonio Gibson,RB,22,74,221,795,170,11,36,247,0,44,304,1042,11,Commanders,WAS,335,329,5076,601,3465,16,400,1611,18,322,27,58.82%,0.065997,6.3,4.0275,0.026973
2021,Antonio Gibson,RB,23,74,221,1037,258,7,42,294,3,52,333,1331,10,Commanders,WAS,335,434,5502,550,3441,21,477,2061,13,345,24,52.00%,0.060887,6.256364,4.320755,0.023369
2022,Antonio Gibson,RB,24,74,221,546,149,3,46,353,2,58,297,899,5,Commanders,WAS,321,343,5615,554,3472,24,538,2143,9,339,23,51.06%,0.057168,6.267148,3.983271,0.021062
2023,Antonio Gibson,RB,25,74,221,265,65,1,48,389,2,59,377,654,3,Commanders,WAS,329,518,5317,636,3725,24,359,1592,14,321,32,63.27%,0.061877,5.856918,4.43454,0.032161
2020,Antonio Williams,RB,23,71,210,63,12,2,1,20,0,1,16,83,2,Bills,BUF,501,375,6343,596,4620,40,411,1723,16,397,22,61.04%,0.078985,7.751678,4.192214,0.021847
2017,Antony Auclair,TE,24,77,256,0,0,0,2,25,0,2,19,25,0,Buccaneers,TB,335,382,5816,605,4366,26,389,1450,8,352,27,49.06%,0.0576,7.216529,3.727506,0.027163
2018,Antony Auclair,TE,25,78,256,0,0,0,7,48,0,8,12,48,0,Buccaneers,TB,396,464,6648,625,5125,36,389,1523,11,388,35,60.00%,0.059567,8.2,3.915167,0.034517
2019,Antony Auclair,TE,26,78,256,0,0,0,1,11,0,3,8,11,0,Buccaneers,TB,458,449,6366,630,4845,33,409,1521,15,353,41,64.81%,0.071945,7.690476,3.718826,0.039461
2020,Antony Auclair,TE,27,78,256,0,0,0,0,0,0,1,0,0,0,Buccaneers,TB,492,355,6145,626,4626,42,369,1519,16,364,17,64.56%,0.080065,7.389776,4.116531,0.017085
2021,Antony Auclair,TE,28,78,256,0,0,0,5,47,1,5,13,47,1,Texans,HOU,280,452,4727,546,3305,21,420,1422,8,266,22,51.35%,0.059234,6.053114,3.385714,0.022774
2015,Arian Foster,RB,29,73,227,163,63,1,22,227,2,28,161,390,3,Texans,HST,339,313,5564,619,3833,29,472,1731,7,335,20,56.52%,0.060927,6.192246,3.667373,0.018332
2016,Arian Foster,RB,30,73,227,55,22,0,6,78,0,10,71,133,0,Dolphins,MIA,363,380,5324,477,3500,27,405,1824,14,278,23,55.10%,0.068182,7.337526,4.503704,0.026077
2016,Arrelious Benn,WR,28,74,222,0,0,0,5,116,1,10,57,116,1,Jaguars,JAX,318,400,5359,626,3728,24,392,1631,8,321,29,60.00%,0.059339,5.955272,4.160714,0.028487
2017,Arrelious Benn,WR,29,74,228,0,0,0,1,12,0,2,1,12,0,Jaguars,JAX,417,268,5855,527,3593,21,527,2262,18,332,23,68.97%,0.071221,6.817837,4.29222,0.021822
2020,Artavis Pierce,RB,24,71,208,34,6,1,0,0,0,0,0,34,1,Bears,CHI,372,370,5302,614,3655,26,393,1647,12,335,22,56.14%,0.070162,5.952769,4.19084,0.021847
2019,Ashton Dulin,WR,22,73,215,0,0,0,2,17,0,2,23,17,0,Colts,IND,361,373,5238,513,3108,22,471,2130,17,340,21,64.29%,0.068919,6.05848,4.522293,0.021341
2020,Ashton Dulin,WR,23,73,215,11,2,0,3,53,0,6,31,64,0,Colts,IND,451,362,6049,552,4053,24,459,1996,20,364,15,56.92%,0.074558,7.342391,4.348584,0.014837
2021,Ashton Dulin,WR,24,74,215,32,3,0,13,173,2,22,50,205,2,Colts,IND,451,365,5901,521,3361,27,499,2540,22,354,19,56.25%,0.076428,6.451056,5.09018,0.018627
2022,Ashton Dulin,WR,25,74,215,8,2,0,15,207,1,22,35,215,1,Colts,IND,289,427,5298,604,3432,17,439,1866,8,310,34,45.83%,0.054549,5.682119,4.250569,0.032598
2018,Auden Tate,WR,21,77,225,0,0,0,4,35,0,12,2,35,0,Bengals,CIN,368,455,4972,542,3290,27,359,1682,13,304,17,71.11%,0.074014,6.070111,4.685237,0.018868
2019,Auden Tate,WR,22,77,228,0,0,0,40,575,1,80,202,575,1,Bengals,CIN,279,420,5169,616,3652,18,385,1517,9,312,30,43.75%,0.053976,5.928571,3.94026,0.02997
2020,Auden Tate,WR,23,77,228,0,0,0,14,150,0,22,54,150,0,Bengals,CIN,311,424,5116,581,3448,19,411,1668,13,318,24,50.00%,0.06079,5.934596,4.058394,0.024194
2021,Auden Tate,WR,24,77,228,0,0,0,3,39,1,4,21,39,1,Bengals,CIN,460,376,6145,555,4403,36,436,1742,16,337,21,54.55%,0.074858,7.933333,3.995413,0.021191
2018,Austin Carr,WR,25,73,195,0,0,0,9,97,2,14,24,97,2,Saints,NO,504,353,6067,519,4042,33,471,2025,26,377,16,68.42%,0.083072,7.788054,4.299363,0.016162
2019,Austin Carr,WR,26,73,195,0,0,0,1,9,0,4,4,9,0,Saints,NO,458,341,5982,581,4244,36,405,1738,12,347,8,59.32%,0.076563,7.304647,4.291358,0.008114
2020,Austin Carr,WR,27,73,195,0,0,0,3,27,1,4,11,27,1,Saints,NO,482,337,6023,522,3758,28,494,2265,30,367,17,71.62%,0.080027,7.199234,4.58502,0.016732
2017,Austin Ekeler,RB,22,69,195,260,47,2,27,279,3,35,258,539,5,Chargers,LAC,355,272,6026,583,4431,28,419,1595,10,337,15,46.81%,0.058911,7.600343,3.806683,0.01497
2018,Austin Ekeler,RB,23,70,195,554,106,3,39,404,3,53,418,958,6,Chargers,LAC,428,329,5962,512,4089,32,399,1873,16,338,19,64.41%,0.071788,7.986328,4.694236,0.020856
2019,Austin Ekeler,RB,24,70,200,557,132,3,92,993,8,108,944,1550,11,Chargers,LAC,337,345,5879,597,4426,24,366,1453,12,349,31,52.83%,0.057323,7.413735,3.969945,0.032191
2020,Austin Ekeler,RB,25,70,200,530,116,1,54,403,2,65,478,933,3,Chargers,LAC,384,426,6113,627,4329,31,466,1784,12,373,16,57.14%,0.062817,6.904306,3.828326,0.014639
2021,Austin Ekeler,RB,26,70,200,911,206,12,70,647,8,94,622,1558,20,Chargers,LAC,474,459,6634,674,4800,38,423,1834,18,401,22,64.00%,0.07145,7.121662,4.335697,0.020055
2022,Austin Ekeler,RB,27,70,200,915,204,13,107,722,5,127,848,1637,18,Chargers,LAC,391,384,6108,711,4584,26,404,1524,15,352,19,54.55%,0.064014,6.447257,3.772277,0.01704
2023,Austin Ekeler,RB,28,70,200,628,179,5,51,436,1,74,533,1064,6,Chargers,LAC,346,398,5599,632,3957,24,431,1642,11,319,21,57.45%,0.061797,6.261076,3.809745,0.019755
2016,Austin Hooper,TE,22,75,250,0,0,0,19,271,3,27,90,271,3,Falcons,ATL,540,406,6653,537,4725,38,421,1928,20,379,11,64.56%,0.081166,8.798883,4.579572,0.011482
2017,Austin Hooper,TE,23,75,248,0,0,0,49,526,3,65,268,526,3,Falcons,ATL,353,315,5837,530,3990,21,430,1847,12,330,18,49.18%,0.060476,7.528302,4.295349,0.01875
2018,Austin Hooper,TE,24,75,248,0,0,0,71,660,4,88,239,660,4,Falcons,ATL,414,423,6226,617,4653,36,351,1573,11,352,18,64.00%,0.066495,7.541329,4.481481,0.018595
2019,Austin Hooper,TE,25,76,254,0,0,0,75,787,6,97,329,787,6,Falcons,ATL,381,399,6075,684,4714,29,362,1361,10,383,25,51.67%,0.062716,6.891813,3.759669,0.023901
2020,Austin Hooper,TE,26,76,254,0,0,0,46,435,4,70,163,435,4,Browns,CLE,408,419,5913,501,3539,27,495,2374,21,355,16,73.33%,0.069001,7.063872,4.79596,0.016064
2021,Austin Hooper,TE,27,76,254,0,0,0,38,345,3,61,185,345,3,Browns,CLE,349,371,5791,520,3320,21,485,2471,20,342,22,62.00%,0.060266,6.384615,5.094845,0.021891
