Year,Name,Position,Age,RushYDs,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs
2017,Danny Woodhead,RB,32,56,14,0,33,200,0,39,122,256,0
2017,Darrell Daniels,TE,23,0,0,0,3,26,0,13,16,26,0
2017,Darren Fells,TE,31,0,0,0,17,177,3,26,124,177,3
2017,Darren McFadden,RB,30,-2,1,0,0,0,0,0,0,-2,0
2017,Darren Sproles,RB,34,61,15,0,7,73,0,13,81,134,0
2017,Darrius Heyward-Bey,WR,30,32,2,1,2,47,0,3,22,79,1
2017,Davante Adams,WR,25,0,0,0,74,885,10,117,357,885,10
2017,David Johnson,RB,30,23,11,0,6,67,0,8,51,90,0
2017,David Morgan,TE,24,0,0,0,10,95,1,12,59,95,1
2017,David Njoku,TE,21,1,1,0,32,386,4,60,157,387,4
2017,De'Anthony Thomas,RB,24,4,1,0,14,143,2,16,81,147,2
2017,DeAndre Hopkins,WR,25,0,0,0,96,1378,13,176,348,1378,13
2017,DeAndre Washington,RB,24,153,57,2,34,197,1,46,190,350,3
2017,Dede Westbrook,WR,24,0,0,0,27,339,1,51,109,339,1
2017,Delanie Walker,TE,33,-2,2,1,74,807,3,111,260,805,4
2017,DeMarco Murray,RB,29,659,184,6,39,266,1,47,259,925,7
2017,Demarcus Robinson,WR,23,0,0,0,21,212,0,40,47,212,0
2017,Demaryius Thomas,WR,30,0,0,0,83,949,5,141,299,949,5
2017,Demetrius Harris,TE,26,0,0,0,18,224,1,35,131,224,1
2017,Deonte Thompson,WR,28,-5,2,0,38,555,2,69,104,550,2
2017,Derek Carrier,TE,27,0,0,0,8,71,0,11,50,71,0
2017,Derek Watt,RB,25,24,6,0,2,35,0,3,29,59,0
2017,Derrick Henry,RB,23,744,176,5,11,136,1,17,137,880,6
2017,DeSean Jackson,WR,31,38,3,0,50,668,3,91,185,706,3
2017,DeVante Parker,WR,24,0,0,0,57,670,1,96,216,670,1
2017,Devin Funchess,WR,23,0,0,0,63,840,8,113,290,840,8
2017,Devonta Freeman,RB,25,865,196,7,36,317,1,46,249,1182,8
2017,Devontae Booker,RB,25,299,79,1,30,275,0,38,238,574,1
2017,Dez Bryant,WR,29,-4,1,0,69,838,6,133,291,834,6
2017,Dion Lewis,RB,27,896,180,6,32,214,3,36,234,1110,9
2017,Dion Sims,TE,26,0,0,0,15,180,1,29,73,180,1
2017,Donte Moncrief,WR,24,0,0,0,26,391,2,45,76,391,2
2017,Dontrelle Inman,WR,28,0,0,0,25,343,1,44,39,343,1
2017,Doug Baldwin,WR,29,-8,2,0,75,991,8,117,268,983,8
2017,Doug Martin,RB,28,406,138,3,9,84,0,18,64,490,3
2017,Duke Johnson,RB,24,348,82,4,74,693,3,93,637,1041,7
2017,Dwayne Allen,TE,27,0,0,0,10,86,1,22,68,86,1
2017,Dwayne Washington,RB,23,44,20,0,2,14,0,2,16,58,0
2017,Ed Dickson,TE,30,0,0,0,30,437,1,47,201,437,1
2017,Eddie Lacy,RB,27,179,69,0,6,47,0,6,54,226,0
2017,Eli Rogers,WR,25,0,0,0,18,149,1,36,79,149,1
2017,Elijah McGuire,RB,23,315,88,1,17,177,1,26,147,492,2
2017,Elijhaa Penny,RB,24,124,31,2,4,38,0,6,43,162,2
2017,Emmanuel Sanders,WR,30,0,0,0,47,555,2,94,169,555,2
2017,Eric Decker,WR,30,0,0,0,54,563,1,83,132,563,1
2017,Eric Ebron,TE,24,0,0,0,53,574,4,86,269,574,4
2017,Eric Tomlinson,TE,25,0,0,0,8,121,1,11,71,121,1
2017,Evan Engram,TE,23,14,1,0,64,722,6,115,314,736,6
2017,Ezekiel Elliott,RB,22,983,242,7,26,269,2,38,265,1252,9
2017,Fitzgerald Toussaint,RB,27,25,6,0,2,9,0,3,12,34,0
2017,Fozzy Whittaker,RB,28,18,7,0,5,47,1,6,61,65,1
2017,Frank Gore,RB,34,961,261,3,29,245,1,38,283,1206,4
2017,Freddie Martino,WR,26,0,0,0,5,96,0,6,34,96,0
2017,Garrett Celek,TE,29,0,0,0,21,336,4,33,187,336,4
2017,Geoff Swaim,TE,24,0,0,0,2,25,0,2,12,25,0
2017,George Kittle,TE,24,0,0,0,43,515,2,63,273,515,2
2017,Gerald Everett,TE,23,13,1,0,16,244,2,32,110,257,2
2017,Geronimo Allison,WR,23,0,0,0,23,253,0,39,123,253,0
2017,Giovani Bernard,RB,26,458,105,2,43,389,2,60,445,847,4
2017,Golden Tate,WR,29,22,5,0,92,1003,5,122,629,1025,5
2017,Greg Olsen,TE,32,0,0,0,17,191,1,38,50,191,1
2017,Griff Whalen,WR,27,0,0,0,4,23,0,6,2,23,0
2017,Harry Douglas,WR,33,0,0,0,1,8,0,3,12,8,0
2017,Hunter Henry,TE,23,0,0,0,45,579,4,63,204,579,4
2017,Hunter Sharp,WR,23,0,0,0,5,54,1,9,23,54,1
2017,Isaiah Crowell,RB,24,853,206,2,28,182,0,42,181,1035,2
2017,Isaiah McKenzie,WR,22,4,1,0,4,29,0,13,11,33,0
2017,J.D. McKissic,WR,24,187,46,1,34,266,2,45,188,453,3
2017,Jack Doyle,TE,27,0,0,0,80,690,4,107,340,690,4
2017,Jacob Hollister,TE,24,5,1,0,4,42,0,10,6,47,0
2017,Jacquizz Rodgers,RB,27,244,64,1,9,74,0,11,85,318,1
2017,Jaelen Strong,WR,23,0,0,0,3,38,1,4,16,38,1
2017,Jakeem Grant,WR,25,12,3,0,13,203,2,22,150,215,2
2017,Jalen Richard,RB,24,275,56,1,27,256,1,36,244,531,2
2017,Jalston Fowler,RB,27,4,2,1,0,0,0,1,0,4,1
2017,Jamaal Charles,RB,31,296,69,1,23,129,0,28,169,425,1
2017,Jamaal Williams,RB,22,556,153,4,25,262,2,34,258,818,6
2017,Jamal Agnew,WR,23,9,2,0,2,18,0,2,24,27,0
2017,James Conner,RB,22,144,32,0,0,0,0,1,0,144,0
2017,James Hanna,TE,28,0,0,0,4,88,1,9,28,88,1
2017,James O'Shaughnessy,TE,25,0,0,0,14,149,1,25,83,149,1
2017,James White,RB,25,171,43,0,56,429,3,72,352,600,3
2017,Jamison Crowder,WR,24,34,7,0,66,789,3,104,367,823,3
2017,Jared Cook,TE,30,0,0,0,54,688,2,86,227,688,2
2017,Jarius Wright,WR,28,0,0,0,18,198,2,25,91,198,2
2017,Jaron Brown,WR,27,0,0,0,31,477,4,69,99,477,4
2017,Jarvis Landry,WR,25,-7,1,0,112,987,9,160,525,980,9
2017,Jason Witten,TE,35,0,0,0,63,560,5,87,108,560,5
2017,Javorius Allen,RB,26,591,153,4,46,250,2,60,225,841,6
2017,Jay Ajayi,RB,24,873,208,1,24,158,1,34,189,1031,2
2017,Jaydon Mickens,WR,23,0,0,0,6,77,2,11,41,77,2
2017,Jeff Heuerman,TE,25,0,0,0,9,142,2,18,65,142,2
2017,Jeff Janis,WR,26,0,0,0,2,12,0,5,-1,12,0
2017,Jerell Adams,TE,25,0,0,0,8,92,0,11,31,92,0
2017,Jeremy Hill,RB,25,116,37,0,4,16,0,4,30,132,0
2017,Jeremy Kerley,WR,29,0,0,0,22,217,1,27,62,217,1
2017,Jeremy Maclin,WR,29,0,0,0,40,440,3,72,121,440,3
2017,Jeremy Sprinkle,TE,23,0,0,0,2,13,1,3,4,13,1
2017,Jerick McKinnon,RB,25,570,150,3,51,421,2,68,473,991,5
2017,Jermaine Gresham,TE,29,0,0,0,33,322,2,45,150,322,2
2017,Jermaine Kearse,WR,27,0,0,0,65,810,5,103,314,810,5
2017,Jesse James,TE,23,0,0,0,43,372,3,63,190,372,3
2017,Jimmy Graham,TE,31,0,0,0,57,520,10,98,220,520,10
2017,Joe Mixon,RB,21,626,178,4,30,287,0,34,320,913,4
2017,John Brown,WR,27,10,1,0,21,299,3,56,58,309,3
2017,John Kuhn,RB,35,2,1,0,0,0,0,0,0,2,0
2017,John Ross,WR,22,12,1,0,0,0,0,2,0,12,0
2017,Johnny Holton,WR,27,0,0,0,9,218,3,18,44,218,3
2017,Jonathan Stewart,RB,30,680,198,6,8,52,1,15,70,732,7
2017,Jonnu Smith,TE,22,0,0,0,18,157,2,30,104,157,2
2017,Jordan Howard,RB,23,1122,276,9,23,125,0,32,158,1247,9
2017,Jordan Matthews,WR,25,0,0,0,25,282,1,36,132,282,1
2017,Jordan Reed,TE,27,0,0,0,27,211,2,35,78,211,2
2017,Jordan Taylor,WR,25,0,0,0,13,142,0,20,47,142,0
2017,Jordy Nelson,WR,32,0,0,0,53,482,6,88,133,482,6
2017,Josh Bellamy,WR,28,6,1,0,24,376,1,46,118,382,1
2017,Josh Doctson,WR,25,-14,1,0,35,502,6,78,141,488,6
2017,Josh Gordon,WR,26,0,0,0,18,335,1,43,120,335,1
2017,Josh Hill,TE,27,-8,1,0,16,125,1,22,88,117,1
2017,Josh Malone,WR,21,2,2,0,6,63,1,17,15,65,1
2017,Josh Reynolds,WR,22,0,0,0,11,104,1,24,35,104,1
2017,JuJu Smith-Schuster,WR,21,0,0,0,58,917,7,80,405,917,7
2017,Julio Jones,WR,28,15,1,0,88,1444,3,149,499,1459,3
2017,Julius Thomas,TE,29,0,0,0,41,388,3,63,157,388,3
2017,Justin Hardy,WR,26,0,0,0,20,221,3,29,72,221,3
2017,Justin Hunter,WR,26,0,0,0,4,23,1,9,12,23,1
2017,Kaelin Clay,WR,25,27,3,0,6,85,0,20,25,112,0
2017,Kalif Raymond,WR,24,-1,1,0,1,12,0,1,7,11,0
2017,Kamar Aiken,WR,28,0,0,0,15,133,0,43,44,133,0
2017,Kapri Bibbs,RB,24,79,21,0,14,128,1,17,131,207,1
2017,Kareem Hunt,RB,22,1327,272,8,53,455,3,63,410,1782,11
2017,Keelan Cole,WR,24,0,0,0,42,748,3,81,297,748,3
2017,Keenan Allen,WR,25,9,2,0,102,1393,6,159,518,1402,6
2017,Kelvin Benjamin,WR,26,0,0,0,48,692,3,78,146,692,3
2017,Kendall Wright,WR,28,0,0,0,59,614,1,91,210,614,1
2017,Kendrick Bourne,WR,22,0,0,0,16,257,0,35,115,257,0
2017,Kenjon Barner,RB,28,57,16,1,5,56,0,8,54,113,1
2017,Kenny Britt,WR,29,0,0,0,20,256,2,42,84,256,2
2017,Kenny Golladay,WR,24,9,1,0,28,477,3,48,189,486,3
2017,Kenny Stills,WR,25,0,0,0,58,847,6,106,166,847,6
2017,Kenyan Drake,RB,23,644,133,3,32,239,1,50,228,883,4
2017,Kerwynn Williams,RB,26,426,120,1,10,93,0,15,49,519,1
2017,Kyle Rudolph,TE,28,0,0,0,57,532,8,81,235,532,8
2017,Lamar Miller,RB,26,888,238,3,36,327,3,45,313,1215,6
2017,Lance Dunbar,RB,27,51,11,1,1,1,0,3,0,52,1
2017,Lance Kendricks,TE,29,0,0,0,18,203,1,35,92,203,1
2017,Laquon Treadwell,WR,22,0,0,0,20,200,0,35,55,200,0
2017,Larry Fitzgerald,WR,34,0,0,0,109,1156,6,162,424,1156,6
2017,Latavius Murray,RB,27,842,216,8,15,103,0,17,130,945,8
2017,Le'Veon Bell,RB,25,1291,321,9,85,655,2,107,699,1946,11
2017,Lee Smith,TE,30,0,0,0,8,76,0,11,34,76,0
2017,LeGarrette Blount,RB,31,766,173,2,8,50,1,8,44,816,3
2017,Leonard Fournette,RB,22,1040,268,9,36,302,1,48,317,1342,10
2017,Leonte Carroo,WR,23,0,0,0,7,69,0,14,10,69,0
2017,LeSean McCoy,RB,29,1138,287,6,59,448,2,77,420,1586,8
2017,Levine Toilolo,TE,26,0,0,0,12,122,1,14,66,122,1
2017,Logan Paulsen,TE,30,0,0,0,0,0,0,2,0,0,0
2017,Logan Thomas,TE,26,0,0,0,7,67,1,9,15,67,1
2017,Louis Murphy,WR,30,0,0,0,8,121,1,17,38,121,1
2017,Luke Stocker,TE,29,0,0,0,4,30,1,5,21,30,1
2017,Luke Willson,TE,27,0,0,0,15,153,4,22,95,153,4
2017,Mack Hollins,WR,24,0,0,0,16,226,1,22,52,226,1
2017,Malcolm Brown,RB,24,246,63,1,9,53,0,11,59,299,1
2017,Marcedes Lewis,TE,33,0,0,0,24,318,5,49,170,318,5
2017,Marcus Johnson,WR,23,0,0,0,5,45,0,9,9,45,0
2017,Marcus Murphy,RB,26,41,7,0,2,7,0,2,10,48,0
2017,Mark Ingram,RB,28,1124,230,12,58,416,0,71,507,1540,12
2017,Markus Wheaton,WR,26,0,0,0,3,51,0,17,0,51,0
2017,Marlon Mack,RB,21,358,93,3,21,225,1,33,289,583,4
2017,Marqise Lee,WR,26,17,1,0,56,702,3,96,292,719,3
2017,Marquise Goodwin,WR,27,44,4,0,56,962,2,105,207,1006,2
2017,Marshawn Lynch,RB,31,891,207,7,20,151,0,31,169,1042,7
2017,Martavis Bryant,WR,26,22,6,0,50,603,3,84,185,625,3
2017,Martellus Bennett,TE,30,0,0,0,30,286,0,44,171,286,0
2017,Marvin Hall,WR,24,0,0,0,2,60,1,9,0,60,1
2017,Marvin Jones,WR,27,0,0,0,61,1101,9,108,220,1101,9
2017,Matt Breida,RB,22,465,105,2,21,180,1,36,167,645,3
2017,Matt Forte,RB,32,381,103,2,37,293,1,45,276,674,3
2017,Matt Jones,RB,24,14,5,0,0,0,0,0,0,14,0
2017,Matt LaCosse,TE,25,0,0,0,0,0,0,1,0,0,0
2017,Maurice Harris,WR,25,0,0,0,4,62,1,6,9,62,1
2017,Maxx Williams,TE,23,6,2,0,15,86,1,18,103,92,1
2017,Melvin Gordon,RB,24,1105,284,8,58,476,4,83,505,1581,12
2017,Michael Burton,RB,25,9,4,0,2,8,0,4,9,17,0
2017,Michael Campanaro,WR,26,42,5,0,19,173,1,27,83,215,1
2017,Michael Crabtree,WR,30,0,0,0,58,618,8,101,197,618,8
2017,Michael Floyd,WR,28,0,0,0,10,78,0,17,33,78,0
2017,Michael Hoomanawanui,TE,29,0,0,0,6,52,1,10,28,52,1
2017,Michael Roberts,TE,23,0,0,0,4,46,0,7,15,46,0
2017,Michael Thomas,WR,24,0,0,0,104,1245,5,149,460,1245,5
2017,Mike Davis,RB,24,240,68,0,15,131,0,18,171,371,0
2017,Mike Evans,WR,24,0,0,0,71,1001,5,135,129,1001,5
2017,Mike Gillislee,RB,27,383,104,5,1,15,0,1,20,398,5
2017,Mike Thomas,WR,24,0,0,0,5,93,0,7,23,93,0
2017,Mike Tolbert,RB,32,247,66,1,14,78,0,17,51,325,1
2017,Mike Williams,WR,23,0,0,0,11,95,0,23,14,95,0
2017,Mohamed Sanu,WR,28,10,4,0,67,703,5,97,261,713,5
2017,Nelson Agholor,WR,24,7,1,0,62,768,8,95,321,775,8
2017,Nick Boyle,TE,24,0,0,0,28,203,0,37,159,203,0
2017,Nick O'Leary,TE,25,0,0,0,22,322,2,32,139,322,2
2017,Nick Vannett,TE,24,0,0,0,12,124,1,15,49,124,1
2017,Nick Williams,WR,27,0,0,0,3,30,0,4,1,30,0
2017,Noah Brown,WR,22,0,0,0,4,33,0,9,22,33,0
2017,O.J. Howard,TE,23,0,0,0,26,432,6,39,160,432,6
2017,Odell Beckham Jr.,WR,25,8,1,0,25,302,3,41,73,310,3
2017,Orleans Darkwa,RB,25,751,171,5,19,116,0,28,129,867,5
2017,Patrick DiMarco,RB,28,-2,2,0,7,28,0,10,14,26,0
2017,Paul Richardson,WR,25,0,0,0,44,703,6,80,139,703,6
2017,Peyton Barber,RB,23,423,108,3,16,114,0,19,109,537,3
2017,Pharoh Cooper,WR,22,6,1,0,11,84,0,17,47,90,0
2017,Phillip Dorsett,WR,24,7,1,0,12,194,0,18,69,201,0
2017,Phillip Supernaw,TE,27,0,0,0,4,39,1,6,15,39,1
2017,Pierre Garcon,WR,31,0,0,0,40,500,0,67,182,500,0
2017,Raheem Mostert,RB,25,30,6,0,0,0,0,0,0,30,0
2017,Randall Cobb,WR,27,17,9,0,66,653,4,91,437,670,4
2017,Rashard Higgins,WR,23,4,1,0,27,312,2,53,141,316,2
2017,Rex Burkhead,RB,27,264,64,5,30,254,3,36,196,518,8
2017,Rhett Ellison,TE,29,0,0,0,24,235,2,32,135,235,2
2017,Richard Rodgers,TE,25,0,0,0,12,160,1,19,90,160,1
2017,Ricky Seals-Jones,WR,22,0,0,0,12,201,3,28,77,201,3
2017,Rishard Matthews,WR,28,-3,1,0,53,795,4,87,281,792,4
2017,Rob Gronkowski,TE,28,0,0,0,69,1084,8,106,373,1084,8
2017,Robert Turbin,RB,28,53,23,1,9,56,0,11,70,109,1
2017,Robert Woods,WR,25,12,2,0,56,781,5,85,296,793,5
2017,Rod Smith,RB,25,232,55,4,19,202,1,23,180,434,5
2017,Roger Lewis,WR,24,0,0,0,36,416,2,72,82,416,2
2017,Roosevelt Nix,RB,25,0,3,1,2,6,1,3,4,6,2
2017,Russell Shepard,WR,27,19,2,0,17,202,1,33,111,221,1
2017,Ryan Grant,WR,27,0,0,0,45,573,4,65,233,573,4
2017,Ryan Griffin,TE,27,0,0,0,13,158,1,26,74,158,1
2017,Ryan Hewitt,RB,26,0,0,0,2,22,0,2,8,22,0
2017,Ryan Switzer,WR,23,5,4,0,6,41,0,7,20,46,0
2017,Samaje Perine,RB,22,603,175,1,22,182,1,24,204,785,2
2017,Sammie Coates,WR,24,0,0,0,6,70,0,11,20,70,0
2017,Sammy Watkins,WR,24,0,0,0,39,593,8,70,195,593,8
2017,Senorise Perry,RB,26,30,8,0,1,3,0,1,0,33,0
2017,Seth Roberts,WR,26,0,0,0,43,455,1,65,113,455,1
2017,Shane Vereen,RB,28,164,45,0,44,253,0,53,259,417,0
2017,Stefon Diggs,WR,24,13,8,0,64,849,8,95,301,862,8
2017,Stephen Anderson,TE,24,0,0,0,25,342,1,54,103,342,1
2017,Sterling Shepard,WR,24,4,4,0,59,731,2,84,315,735,2
2017,Stevan Ridley,RB,28,108,26,1,0,0,0,0,0,108,1
2017,T.J. Jones,WR,25,0,0,0,30,399,1,49,83,399,1
2017,T.J. Yeldon,RB,24,253,49,2,30,224,0,41,197,477,2
2017,T.Y. Hilton,WR,28,0,0,0,57,966,4,108,297,966,4
2017,Taiwan Jones,RB,29,0,0,0,1,11,0,2,15,11,0
2017,Tanner McEvoy,TE,24,0,0,0,5,113,0,9,20,113,0
2017,Tarik Cohen,RB,22,370,87,2,53,353,1,71,328,723,3
2017,Tavarres King,WR,27,3,2,0,18,240,3,37,81,243,3
2017,Tavon Austin,WR,27,270,59,1,13,47,0,22,81,317,1
2017,Taylor Gabriel,WR,26,49,8,0,33,378,1,51,225,427,1
2017,Taywan Taylor,WR,22,43,8,0,16,231,1,27,61,274,1
2017,Terrance West,RB,26,138,39,2,2,23,0,4,21,161,2
2017,Terrance Williams,WR,28,15,2,0,53,568,0,78,223,583,0
2017,Terrell Watson,RB,24,8,5,0,0,0,0,0,0,8,0
2017,Terrelle Pryor,WR,28,0,0,0,20,240,1,37,64,240,1
2017,Terron Ward,RB,25,129,30,0,3,14,0,3,19,143,0
2017,Tevin Coleman,RB,24,628,156,5,27,299,3,39,230,927,8
2017,Theo Riddick,RB,26,286,84,3,53,444,2,71,441,730,5
2017,Thomas Rawls,RB,24,157,58,0,9,94,0,13,86,251,0
2017,Tion Green,RB,24,165,42,2,2,14,0,2,14,179,2
2017,Todd Gurley,RB,23,1305,279,13,64,788,6,87,808,2093,19
2017,Tommylee Lewis,WR,25,14,2,0,10,116,1,15,56,130,1
2017,Torrey Smith,WR,28,-3,1,0,36,430,2,69,120,427,2
2017,Travaris Cadet,RB,28,96,23,0,16,119,0,19,90,215,0
2017,Travis Benjamin,WR,28,96,13,0,34,567,4,64,210,663,4
2017,Travis Kelce,TE,28,7,2,0,83,1038,8,123,441,1045,8
2017,Tre McBride,WR,25,0,0,0,8,144,0,15,50,144,0
2017,Trent Taylor,WR,23,0,0,0,43,430,2,60,200,430,2
2017,Trevor Davis,WR,24,13,2,0,5,70,0,7,32,83,0
2017,Trey Burton,TE,26,0,0,0,23,248,5,30,36,248,5
2017,Trey Edmunds,RB,23,48,9,1,0,0,0,0,0,48,1
2017,Troy Niklas,TE,25,0,0,0,11,132,1,23,58,132,1
2017,Ty Montgomery,RB,24,273,71,3,23,173,1,30,225,446,4
2017,Tyler Boyd,WR,23,0,0,0,22,225,2,32,96,225,2
2017,Tyler Eifert,TE,27,0,0,0,4,46,0,5,11,46,0
2017,Tyler Higbee,TE,24,0,0,0,25,295,1,45,87,295,1
2017,Tyler Kroft,TE,25,0,0,0,42,404,7,62,192,404,7
2017,Tyler Lockett,WR,25,58,10,0,45,555,2,69,194,613,2
2017,Tyreek Hill,WR,23,59,17,0,75,1183,7,105,467,1242,7
2017,Tyrell Williams,WR,25,0,0,0,43,728,4,69,337,728,4
2017,Vance McDonald,TE,27,0,0,0,14,188,1,24,86,188,1
2017,Vernon Davis,TE,33,0,0,0,43,648,3,69,308,648,3
2017,Vince Mayle,WR,26,2,2,1,0,0,0,1,0,2,1
2017,Virgil Green,TE,29,0,0,0,14,191,1,22,92,191,1
2017,Wayne Gallman,RB,23,476,111,0,34,193,1,48,210,669,1
2017,Wendell Smallwood,RB,23,174,47,1,13,103,0,18,98,277,1
2017,Will Fuller,WR,23,9,2,0,28,423,7,50,106,432,7
2017,Will Tye,TE,26,0,0,0,4,38,0,6,17,38,0
2017,Willie Snead,WR,25,0,0,0,8,92,0,16,34,92,0
2017,Xavier Grimble,TE,25,0,0,0,5,32,1,9,17,32,1
2017,Zach Ertz,TE,27,0,0,0,74,824,8,110,262,824,8
2017,Zach Line,RB,27,28,7,0,2,8,1,5,4,36,1
2017,Zach Miller,TE,33,0,0,0,20,236,2,35,71,236,2
2017,Zach Zenner,RB,26,26,14,1,0,0,0,1,0,26,1
2017,Zay Jones,WR,22,0,0,0,27,316,2,74,73,316,2
2018,A.J. Derby,TE,27,0,0,0,3,48,1,5,9,48,1
2018,A.J. Green,WR,30,0,0,0,46,694,6,77,173,694,6
2018,Aaron Jones,RB,24,728,133,8,26,206,1,35,225,934,9
2018,Adam Humphries,WR,25,11,2,0,76,816,5,105,429,827,5
2018,Adam Shaheen,TE,24,0,0,0,5,48,1,6,16,48,1
2018,Adam Thielen,WR,28,30,5,0,113,1373,9,153,435,1403,9
2018,Adrian Peterson,RB,33,1042,251,7,20,208,1,26,206,1250,8
2018,Alan Cross,TE,25,0,0,0,2,9,0,5,6,9,0
2018,Albert Wilson,WR,26,16,8,0,26,391,4,35,345,407,4
2018,Aldrick Robinson,WR,30,0,0,0,17,231,5,35,41,231,5
2018,Alex Collins,RB,24,411,114,7,15,105,1,21,100,516,8
2018,Alex Erickson,WR,26,22,3,0,20,167,0,29,72,189,0
2018,Alfred Blue,RB,27,499,150,2,20,154,0,27,112,653,2
2018,Alfred Morris,RB,30,428,111,2,8,73,0,13,63,501,2
2018,Allen Hurns,WR,27,0,0,0,20,295,2,35,82,295,2
2018,Allen Lazard,WR,23,0,0,0,1,7,0,1,2,7,0
2018,Allen Robinson,WR,25,9,1,0,55,754,4,94,239,763,4
2018,Alshon Jeffery,WR,28,0,0,0,65,843,6,92,290,843,6
2018,Alvin Kamara,RB,23,883,194,14,81,709,4,105,647,1592,18
2018,Amari Cooper,WR,24,20,2,0,75,1005,7,107,415,1025,7
2018,Ameer Abdullah,RB,25,1,1,0,3,28,0,4,30,29,0
2018,Andre Holmes,WR,30,0,0,0,13,162,0,24,52,162,0
2018,Andre Roberts,WR,30,20,2,0,10,79,1,18,16,99,1
2018,Andy Jones,WR,24,0,0,0,11,80,1,24,27,80,1
2018,Anthony Miller,WR,24,26,6,0,33,423,7,54,174,449,7
2018,Anthony Sherman,RB,30,2,1,0,8,96,1,9,62,98,1
2018,Antonio Brown,WR,30,0,0,0,104,1297,15,168,503,1297,15
2018,Antonio Callaway,WR,21,7,2,0,43,586,5,79,237,593,5
2018,Antonio Gates,TE,38,0,0,0,28,333,2,45,123,333,2
2018,Antony Auclair,TE,25,0,0,0,7,48,0,8,12,48,0
2018,Auden Tate,WR,21,0,0,0,4,35,0,12,2,35,0
2018,Austin Carr,WR,25,0,0,0,9,97,2,14,24,97,2
2018,Austin Ekeler,RB,23,554,106,3,39,404,3,53,418,958,6
2018,Austin Hooper,TE,24,0,0,0,71,660,4,88,239,660,4
2018,Austin Seferian-Jenkins,TE,26,0,0,0,11,90,1,19,31,90,1
2018,Ben Braunecker,TE,24,0,0,0,3,42,0,5,7,42,0
2018,Bennie Fowler,WR,27,0,0,0,16,199,1,27,80,199,1
2018,Benny Cunningham,RB,28,20,11,0,1,9,0,2,14,29,0
2018,Bilal Powell,RB,30,343,80,0,11,110,1,18,87,453,1
2018,Blake Bell,TE,27,0,0,0,8,67,0,11,41,67,0
2018,Blake Jarwin,TE,24,0,0,0,27,307,3,36,116,307,3
2018,Bobo Wilson,WR,23,0,0,0,4,52,0,5,19,52,0
2018,Brandin Cooks,WR,25,68,10,1,80,1204,5,117,346,1272,6
2018,Brandon Bolden,RB,28,91,8,2,3,13,1,3,19,104,3
2018,Brandon LaFell,WR,32,0,0,0,12,135,2,16,58,135,2
2018,Brandon Marshall,WR,34,0,0,0,11,136,1,23,28,136,1
2018,Brandon Powell,WR,24,4,1,0,11,129,0,17,117,133,0
2018,Brandon Zylstra,WR,25,0,0,0,1,23,0,2,8,23,0
2018,Breshad Perriman,WR,25,2,4,0,16,340,2,25,74,342,2
2018,Brian Hill,RB,23,157,20,0,1,9,0,2,5,166,0
2018,Brian Quick,WR,29,0,0,0,3,18,0,3,1,18,0
2018,Brice Butler,WR,28,0,0,0,6,60,1,10,-1,60,1
2018,Bruce Ellington,WR,27,2,1,0,31,224,1,42,106,226,1
2018,C.J. Anderson,RB,27,403,67,2,5,41,1,9,43,444,3
2018,C.J. Ham,RB,25,8,6,0,11,85,0,15,86,93,0
2018,C.J. Prosise,RB,24,-3,1,0,3,22,0,3,18,19,0
2018,C.J. Uzomah,TE,25,0,0,0,43,439,3,63,202,439,3
2018,Calvin Ridley,WR,24,27,6,0,64,821,10,92,371,848,10
2018,Cameron Artis-Payne,RB,28,69,19,1,3,15,0,4,16,84,1
2018,Cameron Batson,WR,24,1,1,0,8,82,0,11,55,83,0
2018,Cameron Brate,TE,27,0,0,0,30,289,6,49,59,289,6
2018,Cameron Meredith,WR,26,0,0,0,9,114,1,10,39,114,1
2018,Carlos Hyde,RB,28,571,172,5,10,33,0,16,58,604,5
2018,Chad Beebe,WR,24,0,0,0,4,39,0,4,12,39,0
2018,Chad Williams,WR,24,9,1,0,17,171,1,46,16,180,1
2018,Charcandrick West,RB,27,-1,2,0,2,37,1,3,25,36,1
2018,Charles Clay,TE,29,0,0,0,21,184,0,36,74,184,0
2018,Charone Peake,WR,26,0,0,0,2,25,0,3,3,25,0
2018,Chase Edmonds,RB,22,208,60,2,20,103,0,23,128,311,2
2018,Chester Rogers,WR,24,-4,1,0,53,485,2,72,261,481,2
2018,Chris Carson,RB,24,1151,247,9,20,163,0,24,171,1314,9
2018,Chris Conley,WR,26,0,0,0,32,334,5,52,132,334,5
2018,Chris Godwin,WR,22,0,0,0,59,842,7,95,265,842,7
2018,Chris Herndon,TE,22,0,0,0,39,502,4,56,194,502,4
2018,Chris Hogan,WR,31,0,0,0,35,532,3,55,204,532,3
2018,Chris Ivory,RB,30,385,115,1,13,205,0,21,207,590,1
2018,Chris Manhertz,TE,26,0,0,0,2,52,1,5,46,52,1
2018,Chris Moore,WR,25,17,5,0,19,196,1,25,73,213,1
2018,Chris Thompson,RB,28,178,43,0,41,268,1,55,228,446,1
2018,Christian Kirk,WR,22,35,3,0,43,590,3,68,228,625,3
2018,Christian McCaffrey,RB,22,1098,219,7,107,867,6,124,875,1965,13
2018,Christine Michael,RB,27,9,2,0,0,0,0,0,0,9,0
2018,Cody Core,WR,24,0,0,0,13,160,1,28,33,160,1
