Year,Name,Position,Age,RushYDs,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs
2019,Jake Kumerow,WR,27,0,0,0,12,219,1,21,92,219,1
2019,Jakeem Grant,WR,27,5,4,1,19,164,0,33,88,169,1
2019,Jakobi Meyers,WR,23,0,0,0,26,359,0,41,123,359,0
2019,Jalen Guyton,WR,22,0,0,0,0,0,0,2,0,0,0
2019,Jalen Richard,RB,26,145,39,0,36,323,0,43,249,468,0
2019,Jamaal Williams,RB,24,460,107,1,39,253,5,45,282,713,6
2019,James Conner,RB,24,464,116,4,34,251,3,38,297,715,7
2019,James O'Shaughnessy,TE,27,0,0,0,14,153,2,20,90,153,2
2019,James Washington,WR,23,0,0,0,44,735,3,80,203,735,3
2019,James White,RB,27,263,67,1,72,645,5,95,541,908,6
2019,Jamison Crowder,WR,26,4,1,0,78,833,6,122,357,837,6
2019,Jamize Olawale,RB,30,0,0,0,0,0,0,2,0,0,0
2019,Jared Cook,TE,32,0,0,0,43,705,9,65,259,705,9
2019,Jarius Wright,WR,30,-7,1,0,28,296,0,58,92,289,0
2019,Jaron Brown,WR,29,0,0,0,16,220,2,28,64,220,2
2019,Jarvis Landry,WR,27,10,1,0,83,1174,6,138,440,1184,6
2019,Jason Witten,TE,37,0,0,0,63,529,4,83,171,529,4
2019,Javon Wims,WR,25,0,0,0,18,186,1,39,42,186,1
2019,Javorius Allen,RB,28,36,10,1,1,9,0,2,5,45,1
2019,Jay Ajayi,RB,26,30,10,0,0,0,0,1,0,30,0
2019,Jaylen Samuels,RB,23,175,66,1,47,305,1,57,372,480,2
2019,Jeff Heuerman,TE,27,0,0,0,14,114,1,20,47,114,1
2019,Jeff Wilson,RB,24,105,27,4,3,34,1,5,22,139,5
2019,Jeremy Sprinkle,TE,25,0,0,0,26,241,1,40,102,241,1
2019,Jesper Horsted,WR,22,0,0,0,8,87,1,10,36,87,1
2019,Jesse James,TE,25,0,0,0,16,142,0,27,65,142,0
2019,Jimmy Graham,TE,33,0,0,0,38,447,3,60,256,447,3
2019,Joe Mixon,RB,23,1137,278,5,35,287,3,45,335,1424,8
2019,John Brown,WR,29,7,2,0,72,1060,6,115,217,1067,6
2019,John Ross,WR,24,4,3,0,28,506,3,56,200,510,3
2019,Johnny Holton,WR,29,9,1,0,3,21,0,15,9,30,0
2019,Johnny Mundt,TE,25,0,0,0,4,26,0,7,11,26,0
2019,Jonathan Williams,RB,25,235,49,1,5,59,0,5,65,294,1
2019,Jonnu Smith,TE,24,78,4,0,35,439,3,44,285,517,3
2019,Jordan Akins,TE,27,0,0,0,36,418,2,55,247,418,2
2019,Jordan Howard,RB,25,525,119,6,10,69,1,14,72,594,7
2019,Jordan Matthews,WR,27,0,0,0,4,33,0,12,5,33,0
2019,Jordan Thomas,TE,23,0,0,0,1,8,0,3,4,8,0
2019,Jordan Wilkins,RB,25,307,51,2,7,43,0,11,32,350,2
2019,Josh Adams,RB,23,12,8,0,0,0,0,0,0,12,0
2019,Josh Bellamy,WR,30,0,0,0,2,20,0,3,10,20,0
2019,Josh Gordon,WR,28,1,1,0,27,426,1,47,157,427,1
2019,Josh Hill,TE,29,0,0,0,25,226,3,35,160,226,3
2019,Josh Jacobs,RB,21,1150,242,7,20,166,0,27,188,1316,7
2019,Josh Oliver,TE,22,0,0,0,3,15,0,6,6,15,0
2019,Josh Reynolds,WR,24,23,5,0,21,326,1,43,145,349,1
2019,JuJu Smith-Schuster,WR,23,0,0,0,42,552,3,70,243,552,3
2019,Julian Edelman,WR,33,27,8,0,100,1117,6,153,337,1144,6
2019,Julio Jones,WR,30,-3,2,0,99,1394,6,157,360,1391,6
2019,Justice Hill,RB,22,225,58,2,8,70,0,15,82,295,2
2019,Justin Hardee,WR,25,0,0,0,0,0,0,1,0,0,0
2019,Justin Hardy,WR,28,0,0,0,19,195,0,26,84,195,0
2019,Justin Jackson,RB,23,200,29,0,9,22,0,11,39,222,0
2019,Justin Watson,WR,23,0,0,0,15,159,2,26,12,159,2
2019,Kaden Smith,TE,22,0,0,0,31,268,3,42,89,268,3
2019,Kalen Ballage,RB,24,135,74,3,14,63,0,24,88,198,3
2019,Kalif Raymond,WR,25,-5,1,0,9,170,1,12,19,165,1
2019,Kareem Hunt,RB,24,179,43,2,37,285,1,44,281,464,3
2019,Keelan Cole,WR,26,6,1,0,24,361,3,35,104,367,3
2019,Keenan Allen,WR,27,16,3,0,104,1199,6,149,368,1215,6
2019,KeeSean Johnson,WR,23,3,1,0,21,187,1,42,42,190,1
2019,Keke Coutee,WR,22,14,2,1,22,254,0,36,137,268,1
2019,Kendrick Bourne,WR,24,0,0,0,30,358,5,44,117,358,5
2019,Kenjon Barner,RB,30,28,4,0,6,22,0,8,24,50,0
2019,Kenny Golladay,WR,26,0,0,0,65,1190,11,116,301,1190,11
2019,Kenny Stills,WR,27,0,0,0,40,561,4,55,141,561,4
2019,Kenyan Drake,RB,25,817,170,8,50,345,0,68,433,1162,8
2019,Kerryon Johnson,RB,22,403,113,3,10,127,1,15,122,530,4
2019,KhaDarel Hodge,WR,24,0,0,0,4,76,0,10,10,76,0
2019,Kyle Rudolph,TE,30,0,0,0,39,367,6,48,194,367,6
2019,Lance Kendricks,TE,31,0,0,0,3,50,0,7,10,50,0
2019,Laquon Treadwell,WR,24,0,0,0,9,184,1,16,60,184,1
2019,Larry Fitzgerald,WR,36,0,0,0,75,804,4,109,358,804,4
2019,Latavius Murray,RB,29,637,146,5,34,235,1,43,288,872,6
2019,Le'Veon Bell,RB,27,789,245,3,66,461,1,78,454,1250,4
2019,Lee Smith,WR,32,0,0,0,4,31,1,5,8,31,1
2019,Leonard Fournette,RB,24,1152,265,3,76,522,0,100,576,1674,3
2019,LeSean McCoy,RB,31,465,101,4,28,181,1,34,247,646,5
2019,Levine Toilolo,TE,28,0,0,0,2,10,0,2,14,10,0
2019,Lil'Jordan Humphrey,WR,21,0,0,0,0,0,0,1,0,0,0
2019,Logan Thomas,TE,28,0,0,0,16,173,1,28,82,173,1
2019,Luke Stocker,TE,31,0,0,0,8,53,0,14,36,53,0
2019,Luke Willson,TE,29,0,0,0,8,79,0,10,39,79,0
2019,Mack Hollins,WR,26,0,0,0,10,125,0,22,40,125,0
2019,Malcolm Brown,RB,26,255,69,5,2,16,0,6,7,271,5
2019,Malik Turner,WR,23,0,0,0,15,245,1,22,102,245,1
2019,Marcedes Lewis,TE,35,0,0,0,15,156,1,19,86,156,1
2019,Marcell Ateman,WR,25,0,0,0,5,116,0,10,29,116,0
2019,Marcus Johnson,WR,25,0,0,0,17,277,2,33,46,277,2
2019,Mark Andrews,TE,24,0,0,0,64,852,10,98,302,852,10
2019,Mark Ingram,RB,30,1018,202,10,26,247,5,29,230,1265,15
2019,Marlon Mack,RB,23,1091,247,8,14,82,0,17,83,1173,8
2019,Marqise Lee,WR,27,1,1,0,3,18,0,4,5,19,0
2019,Marquez Valdes-Scantling,WR,25,9,2,0,26,452,2,56,152,461,2
2019,Marquise Brown,WR,22,0,0,0,46,584,7,71,237,584,7
2019,Marquise Goodwin,WR,29,15,1,0,12,186,1,21,38,201,1
2019,Marshawn Lynch,RB,33,34,12,1,0,0,0,0,0,34,1
2019,Marvin Hall,WR,26,7,1,0,7,261,1,11,40,268,1
2019,Marvin Jones,WR,29,0,2,0,62,779,9,91,121,779,9
2019,Matt Breida,RB,24,623,123,1,19,120,1,22,131,743,2
2019,Matt LaCosse,TE,27,0,0,0,13,131,1,19,51,131,1
2019,Maxx Williams,TE,25,0,0,0,15,202,1,19,112,202,1
2019,Mecole Hardman,WR,21,17,4,0,26,538,6,41,305,555,6
2019,Melvin Gordon,RB,26,612,162,8,42,296,1,55,331,908,9
2019,Michael Burton,RB,27,0,0,0,0,0,0,1,0,0,0
2019,Michael Crabtree,WR,32,0,0,0,4,22,0,5,6,22,0
2019,Michael Gallup,WR,23,0,0,0,66,1107,6,113,343,1107,6
2019,Michael Thomas,WR,26,-9,1,0,149,1725,9,185,585,1716,9
2019,Mike Boone,RB,24,273,49,3,3,17,0,4,26,290,3
2019,Mike Davis,RB,26,27,13,0,7,22,0,8,30,49,0
2019,Mike Evans,WR,26,0,0,0,67,1157,8,118,276,1157,8
2019,Mike Gesicki,TE,24,0,0,0,51,570,5,89,195,570,5
2019,Mike Thomas,WR,25,0,0,0,2,14,0,5,10,14,0
2019,Mike Williams,WR,25,2,1,0,49,1001,2,90,219,1003,2
2019,Miles Boykin,WR,23,0,0,0,13,198,3,22,16,198,3
2019,Miles Sanders,RB,22,818,179,3,50,509,3,63,419,1327,6
2019,Mo Alie-Cox,TE,26,0,0,0,8,93,0,11,60,93,0
2019,Mohamed Sanu,WR,30,11,3,0,59,520,2,89,193,531,2
2019,MyCole Pruitt,TE,27,0,0,0,6,90,1,8,69,90,1
2019,Myles Gaskin,RB,22,133,36,1,7,51,0,12,49,184,1
2019,N'Keal Harry,WR,22,49,5,0,12,105,2,24,45,154,2
2019,Nelson Agholor,WR,26,7,2,0,39,363,3,69,146,370,3
2019,Nick Boyle,TE,26,0,0,0,31,321,2,43,160,321,2
2019,Nick Chubb,RB,24,1494,298,8,36,278,0,49,320,1772,8
2019,Nick O'Leary,TE,27,0,0,0,13,109,1,18,42,109,1
2019,Nick Vannett,TE,26,0,0,0,17,166,0,22,74,166,0
2019,Noah Fant,TE,22,-12,3,0,40,562,3,66,388,550,3
2019,Nyheim Hines,RB,23,199,52,2,44,320,0,58,314,519,2
2019,O.J. Howard,TE,25,0,0,0,34,459,1,53,165,459,1
2019,Odell Beckham Jr.,WR,27,10,3,0,74,1035,4,133,331,1045,4
2019,Olamide Zaccheaus,WR,22,0,0,0,3,115,1,5,62,115,1
2019,Parris Campbell,WR,22,34,4,0,18,127,1,24,109,161,1
2019,Patrick DiMarco,RB,30,7,3,0,5,41,0,7,31,48,0
2019,Patrick Laird,RB,24,168,62,1,23,204,0,30,181,372,1
2019,Paul Richardson,WR,27,0,1,0,28,245,2,42,54,245,2
2019,Peyton Barber,RB,25,470,154,6,16,115,1,24,124,585,7
2019,Pharaoh Brown,TE,25,0,0,0,2,27,0,3,14,27,0
2019,Pharoh Cooper,WR,24,2,1,0,25,243,1,33,77,245,1
2019,Phillip Dorsett,WR,26,21,3,0,29,397,5,54,89,418,5
2019,Phillip Lindsay,RB,25,1011,224,7,35,196,0,48,256,1207,7
2019,Preston Williams,WR,22,0,0,0,32,428,3,60,71,428,3
2019,Qadree Ollison,RB,23,50,22,4,1,7,0,2,3,57,4
2019,Quincy Enunwa,WR,27,0,0,0,1,-4,0,3,-4,-4,0
2019,Raheem Mostert,RB,27,772,137,8,14,180,2,22,153,952,10
2019,Randall Cobb,WR,29,11,3,0,55,828,3,83,343,839,3
2019,Rashaad Penny,RB,23,370,65,3,8,83,1,11,93,453,4
2019,Rashard Higgins,WR,25,0,0,0,4,55,1,11,10,55,1
2019,Reggie Bonnafon,RB,23,116,16,1,6,57,0,9,50,173,1
2019,Rex Burkhead,RB,29,302,65,3,27,279,0,38,237,581,3
2019,Richie James,WR,24,-1,2,0,6,165,1,10,106,164,1
2019,Ricky Seals-Jones,WR,24,0,0,0,14,229,4,22,100,229,4
2019,Robert Foster,WR,25,29,2,0,3,64,0,18,32,93,0
2019,Robert Tonyan,TE,25,0,0,0,10,100,1,15,28,100,1
2019,Robert Woods,WR,27,115,17,1,90,1134,2,139,585,1249,3
2019,Roosevelt Nix,RB,27,0,0,0,2,4,0,3,10,4,0
2019,Ross Dwelley,TE,24,0,0,0,15,91,2,22,40,91,2
2019,Royce Freeman,RB,23,496,132,3,43,256,1,50,268,752,4
2019,Russell Gage,WR,23,12,4,0,49,446,1,74,167,458,1
2019,Russell Shepard,WR,29,0,0,0,3,25,0,8,15,25,0
2019,Ryan Grant,WR,29,0,0,0,4,14,0,9,6,14,0
2019,Ryan Griffin,TE,29,-1,4,0,34,320,5,41,182,319,5
2019,Ryan Izzo,TE,24,0,0,0,6,114,1,9,54,114,1
2019,Ryan Nall,RB,24,8,2,0,0,0,0,0,0,8,0
2019,Ryan Switzer,WR,25,0,0,0,8,27,0,11,18,27,0
2019,Ryquell Armstead,RB,23,108,35,0,14,144,2,24,114,252,2
2019,Samaje Perine,RB,24,16,5,0,0,0,0,0,0,16,0
2019,Sammy Watkins,WR,26,12,2,0,52,673,3,90,302,685,3
2019,Saquon Barkley,RB,22,1003,217,6,52,438,2,73,441,1441,8
2019,Scott Miller,WR,22,16,2,0,13,200,1,26,38,216,1
2019,Scott Simonson,TE,27,0,0,0,2,11,0,2,3,11,0
2019,Senorise Perry,RB,27,3,3,0,1,1,0,1,1,4,0
2019,Seth Roberts,WR,28,0,0,0,21,271,2,35,68,271,2
2019,Sony Michel,RB,24,912,247,7,12,94,0,20,122,1006,7
2019,Spencer Ware,RB,28,51,17,0,5,22,0,7,16,73,0
2019,Stefon Diggs,WR,26,61,5,0,63,1130,6,94,308,1191,6
2019,Stephen Carlson,TE,23,0,0,0,5,51,1,7,23,51,1
2019,Sterling Shepard,WR,26,72,6,0,57,576,3,83,180,648,3
2019,Steven Sims,WR,22,85,9,1,34,310,4,56,167,395,5
2019,T.J. Hockenson,TE,22,0,0,0,32,367,2,59,202,367,2
2019,T.J. Jones,WR,27,0,0,0,3,38,1,4,20,38,1
2019,T.J. Yeldon,RB,26,63,17,0,13,124,0,15,122,187,0
2019,T.Y. Hilton,WR,30,0,0,0,45,501,5,68,213,501,5
2019,Taiwan Jones,RB,31,40,9,0,1,9,0,1,11,49,0
2019,Tajae Sharpe,WR,25,0,0,0,25,329,4,35,58,329,4
2019,Tarik Cohen,RB,24,213,64,0,79,456,3,104,437,669,3
2019,Tavon Austin,WR,29,47,6,1,13,177,1,24,82,224,2
2019,Taylor Gabriel,WR,28,20,3,0,29,353,4,48,79,373,4
2019,Taysom Hill,WR,29,156,27,1,19,234,6,22,152,390,7
2019,Taywan Taylor,WR,24,0,0,0,0,0,0,1,0,0,0
2019,Terry McLaurin,WR,24,0,0,0,58,919,7,93,220,919,7
2019,Tevin Coleman,RB,26,544,137,6,21,180,1,30,204,724,7
2019,Tim Patrick,WR,26,0,0,0,16,218,0,31,41,218,0
2019,Todd Gurley,RB,25,857,223,12,31,207,2,49,194,1064,14
2019,Tommy Sweeney,TE,25,0,0,0,8,114,0,13,39,114,0
2019,Tony Pollard,RB,22,455,86,2,15,107,1,20,139,562,3
2019,Travis Benjamin,WR,30,0,0,0,6,30,0,16,16,30,0
2019,Travis Fulgham,WR,24,0,0,0,0,0,0,3,0,0,0
2019,Travis Homer,RB,21,114,18,0,11,56,0,13,63,170,0
2019,Travis Kelce,TE,30,4,1,1,97,1229,5,136,430,1233,6
2019,Tre'Quan Smith,WR,23,0,0,0,18,234,5,25,113,234,5
2019,Trent Sherfield,WR,23,0,0,0,4,80,0,13,13,80,0
2019,Trevon Wesco,TE,24,2,1,0,2,47,0,3,41,49,0
2019,Trevor Davis,WR,26,73,4,1,8,111,0,11,69,184,1
2019,Trey Burton,TE,28,0,0,0,14,84,0,24,39,84,0
2019,Trey Edmunds,RB,24,92,22,0,6,48,0,7,41,140,0
2019,Trey Quinn,WR,24,0,0,0,26,198,1,47,58,198,1
2019,Troy Fumagalli,TE,24,0,0,0,6,38,1,9,17,38,1
2019,Troymaine Pope,RB,26,20,10,0,2,14,1,3,13,34,1
2019,Ty Johnson,RB,22,273,63,0,24,109,0,31,97,382,0
2019,Ty Montgomery,WR,26,103,32,0,13,90,0,17,95,193,0
2019,Tyler Boyd,WR,25,23,4,0,90,1046,5,148,358,1069,5
2019,Tyler Conklin,TE,24,0,0,0,8,58,0,10,16,58,0
2019,Tyler Eifert,TE,29,0,0,0,43,436,3,63,115,436,3
2019,Tyler Higbee,TE,26,0,0,0,69,734,3,89,404,734,3
2019,Tyler Kroft,TE,27,0,0,0,6,71,1,14,28,71,1
2019,Tyler Lockett,WR,27,-5,4,0,82,1057,8,110,315,1052,8
2019,Tyreek Hill,WR,25,23,8,0,58,860,7,89,276,883,7
2019,Tyrell Williams,WR,27,0,0,0,42,651,6,64,204,651,6
2019,Vance McDonald,TE,29,2,1,0,38,273,3,55,176,275,3
2019,Ventell Bryant,WR,23,0,0,0,1,15,1,1,0,15,1
2019,Vernon Davis,TE,35,0,0,0,10,123,1,19,78,123,1
2019,Virgil Green,TE,31,0,0,0,9,78,1,13,43,78,1
2019,Vyncint Smith,WR,23,52,3,1,17,225,0,31,107,277,1
2019,Wayne Gallman,RB,25,110,29,2,11,102,1,15,109,212,3
2019,Wendell Smallwood,RB,25,81,22,0,9,64,0,13,53,145,0
2019,Wes Hills,RB,24,21,10,2,2,1,0,2,3,22,2
2019,Will Dissly,TE,23,7,1,0,23,262,4,27,81,269,4
2019,Will Fuller,WR,25,0,0,0,49,670,3,71,227,670,3
2019,Willie Snead,WR,27,2,2,0,31,339,5,46,140,341,5
2019,Xavier Grimble,TE,27,0,0,0,1,3,0,3,3,3,0
2019,Zach Ertz,TE,29,0,0,0,88,916,6,135,276,916,6
2019,Zach Line,RB,29,20,7,0,6,36,0,10,44,56,0
2019,Zach Pascal,WR,25,16,2,0,41,607,5,72,234,623,5
2019,Zach Zenner,RB,28,-2,3,0,2,19,0,3,20,17,0
2019,Zay Jones,WR,24,3,1,0,27,216,0,45,77,219,0
2020,A.J. Brown,WR,23,0,0,0,70,1075,11,106,426,1075,11
2020,A.J. Green,WR,32,0,0,0,47,523,2,104,90,523,2
2020,Aaron Jones,RB,26,1104,201,9,47,355,2,63,369,1459,11
2020,Adam Humphries,WR,27,0,0,0,23,228,2,35,48,228,2
2020,Adam Shaheen,TE,26,0,0,0,12,150,3,22,109,150,3
2020,Adam Thielen,WR,30,15,3,0,74,925,14,108,231,940,14
2020,Adam Trautman,TE,23,0,0,0,15,171,1,16,119,171,1
2020,Adrian Peterson,RB,35,604,156,7,12,101,0,18,102,705,7
2020,AJ Dillon,RB,22,242,46,2,2,21,0,2,16,263,2
2020,Albert Okwuegbunam,TE,22,0,0,0,11,121,1,15,72,121,1
2020,Alex Collins,RB,26,77,18,2,1,4,0,2,0,81,2
2020,Alex Erickson,WR,28,7,5,0,12,139,0,17,70,146,0
2020,Alexander Mattison,RB,22,434,96,2,13,125,1,15,109,559,3
2020,Alfred Morris,RB,32,238,55,1,3,19,1,4,17,257,2
2020,Allen Lazard,WR,25,17,2,0,33,451,3,46,194,468,3
2020,Allen Robinson,WR,27,-1,1,0,102,1250,6,151,344,1249,6
2020,Alshon Jeffery,WR,30,0,0,0,6,115,1,13,27,115,1
2020,Alvin Kamara,RB,25,932,187,16,83,756,5,107,734,1688,21
2020,Amari Cooper,WR,26,14,6,0,92,1114,5,130,409,1128,5
2020,Ameer Abdullah,RB,27,42,8,0,8,58,2,9,50,100,2
2020,Andre Roberts,WR,32,-3,1,0,4,34,0,5,4,31,0
2020,Andy Isabella,WR,24,-6,1,0,21,224,2,35,85,218,2
2020,Andy Janovich,RB,27,4,2,0,2,13,0,5,13,17,0
2020,Anthony Miller,WR,26,12,2,0,49,485,2,76,154,497,2
2020,Anthony Sherman,RB,32,8,3,0,1,5,1,2,8,13,1
2020,Antonio Brown,WR,32,-2,2,0,45,483,4,62,253,481,4
2020,Antonio Callaway,WR,23,0,0,0,2,20,0,4,2,20,0
2020,Antonio Gibson,RB,22,795,170,11,36,247,0,44,304,1042,11
2020,Antonio Williams,RB,23,63,12,2,1,20,0,1,16,83,2
2020,Antony Auclair,TE,27,0,0,0,0,0,0,1,0,0,0
2020,Artavis Pierce,RB,24,34,6,1,0,0,0,0,0,34,1
2020,Ashton Dulin,WR,23,11,2,0,3,53,0,6,31,64,0
2020,Auden Tate,WR,23,0,0,0,14,150,0,22,54,150,0
2020,Austin Carr,WR,27,0,0,0,3,27,1,4,11,27,1
2020,Austin Ekeler,RB,25,530,116,1,54,403,2,65,478,933,3
2020,Austin Hooper,TE,26,0,0,0,46,435,4,70,163,435,4
2020,Austin Walter,RB,24,3,1,0,1,27,0,1,33,30,0
2020,Ben Ellefson,TE,24,0,0,0,1,10,0,4,3,10,0
2020,Bennie Fowler,WR,29,0,0,0,2,11,0,6,1,11,0
2020,Blake Bell,TE,29,2,1,0,11,110,0,15,47,112,0
2020,Blake Jarwin,TE,26,0,0,0,1,12,0,1,0,12,0
2020,Bo Scarbrough,RB,26,31,6,0,0,0,0,0,0,31,0
2020,Boston Scott,RB,25,374,80,1,25,212,1,36,187,586,2
2020,Brandin Cooks,WR,27,0,0,0,81,1150,6,119,348,1150,6
2020,Brandon Aiyuk,WR,22,77,6,2,60,748,5,96,289,825,7
2020,Brandon Powell,WR,25,7,2,0,12,69,2,18,32,76,2
2020,Brandon Zylstra,WR,27,1,1,0,3,35,0,4,16,36,0
2020,Braxton Berrios,WR,25,29,3,0,37,394,3,55,226,423,3
2020,Breshad Perriman,WR,27,6,1,0,30,505,3,60,162,511,3
2020,Brian Hill,RB,25,465,100,1,25,199,0,30,167,664,1
2020,Bruce Miller,RB,29,0,0,0,1,2,0,2,4,2,0
2020,Bryan Edwards,WR,22,0,0,0,11,193,1,15,76,193,1
2020,Byron Pringle,WR,27,0,0,0,13,160,1,17,69,160,1
2020,C.J. Prosise,RB,26,19,10,0,5,18,1,5,26,37,1
2020,C.J. Uzomah,TE,27,0,0,0,8,87,1,11,31,87,1
2020,Calvin Ridley,WR,26,1,5,0,90,1374,9,143,366,1375,9
2020,Cam Akers,RB,21,625,145,2,11,123,1,14,92,748,3
2020,Cam Sims,WR,24,5,1,0,32,477,1,48,256,482,1
2020,Cameron Batson,WR,25,20,4,0,12,100,1,13,43,120,1
2020,Cameron Brate,TE,29,0,0,0,28,282,2,34,60,282,2
2020,Carlos Hyde,RB,30,356,81,4,16,93,0,20,108,449,4
2020,CeeDee Lamb,WR,21,82,10,1,74,935,5,111,318,1017,6
2020,Cethan Carter,TE,25,0,0,0,5,53,0,7,9,53,0
2020,Chad Beebe,WR,26,0,0,0,20,201,2,30,73,201,2
2020,Chad Hansen,WR,25,0,0,0,17,236,1,24,59,236,1
2020,Chase Claypool,WR,22,16,10,2,62,873,9,109,341,889,11
2020,Chase Edmonds,RB,24,448,97,1,53,402,4,67,335,850,5
2020,Chris Carson,RB,26,681,141,5,37,287,4,46,273,968,9
2020,Chris Conley,WR,28,0,0,0,40,471,2,63,182,471,2
2020,Chris Godwin,WR,24,0,0,0,65,840,7,84,311,840,7
2020,Chris Herndon,TE,24,0,0,0,31,287,3,45,133,287,3
2020,Chris Hogan,WR,33,0,0,0,14,118,0,26,41,118,0
2020,Chris Manhertz,TE,28,0,0,0,6,52,0,8,35,52,0
2020,Chris Thompson,RB,30,20,7,0,20,146,1,23,113,166,1
2020,Christian Kirk,WR,24,3,2,0,48,621,6,79,187,624,6
2020,Christian McCaffrey,RB,24,225,59,5,17,149,1,19,123,374,6
2020,Clyde Edwards-Helaire,RB,21,803,181,4,36,297,1,54,305,1100,5
2020,Colby Parkinson,TE,21,0,0,0,2,16,0,2,4,16,0
2020,Cole Beasley,WR,31,0,0,0,82,967,4,107,354,967,4
2020,Cole Kmet,TE,21,-3,1,0,28,243,2,44,141,240,2
2020,Colin Thompson,TE,27,0,0,0,1,7,1,2,0,7,1
2020,Collin Johnson,WR,23,0,0,0,18,272,2,31,69,272,2
2020,Cooper Kupp,WR,27,33,4,0,92,974,3,124,536,1007,3
2020,Cordarrelle Patterson,RB,29,232,64,1,21,132,0,25,120,364,1
2020,Corey Clement,RB,26,75,21,1,5,25,0,6,31,100,1
2020,Corey Davis,WR,25,0,0,0,65,984,5,92,280,984,5
2020,Courtland Sutton,WR,25,0,0,0,3,66,0,6,6,66,0
2020,Curtis Samuel,WR,24,200,41,2,77,851,3,97,333,1051,5
2020,Cyril Grayson,WR,27,0,0,0,0,0,0,3,0,0,0
2020,D'Andre Swift,RB,21,521,114,8,46,357,2,57,354,878,10
2020,D'Ernest Johnson,RB,24,166,33,0,3,14,0,4,12,180,0
2020,D'Onta Foreman,RB,24,95,22,0,1,5,1,1,2,100,1
2020,DaeSean Hamilton,WR,25,0,0,0,23,293,2,44,95,293,2
2020,Dallas Goedert,TE,25,0,0,0,46,524,3,65,204,524,3
2020,Dalton Schultz,TE,24,0,0,0,63,615,4,89,279,615,4
2020,Dalvin Cook,RB,25,1557,312,16,44,361,1,54,438,1918,17
2020,Damien Harris,RB,23,691,137,2,5,52,0,7,56,743,2
2020,Damiere Byrd,WR,27,15,2,0,47,604,1,77,165,619,1
2020,Damion Ratley,WR,25,0,0,0,4,63,0,10,11,63,0
2020,Dan Arnold,TE,25,0,0,0,31,438,4,45,176,438,4
2020,Daniel Brown,WR,28,0,0,0,2,31,0,2,22,31,0
2020,Danny Amendola,WR,35,2,1,0,46,602,0,69,295,604,0
2020,Dante Pettis,WR,25,0,0,0,4,76,1,6,9,76,1
2020,Dare Ogunbowale,RB,26,145,32,0,10,54,0,20,61,199,0
2020,Darius Slayton,WR,23,-1,2,0,50,751,3,96,163,750,3
2020,Darnell Mooney,WR,23,20,4,0,61,631,4,98,268,651,4
2020,Darrel Williams,RB,25,169,39,1,18,116,0,26,158,285,1
2020,Darrell Daniels,TE,26,0,0,0,8,92,1,11,58,92,1
2020,Darrell Henderson,RB,23,624,138,5,16,159,1,24,163,783,6
2020,Darren Fells,TE,34,0,0,0,21,312,4,28,173,312,4
2020,Darren Waller,TE,28,0,0,0,107,1196,9,145,590,1196,9
2020,Darrynton Evans,RB,22,54,14,0,2,27,1,4,29,81,1
2020,Darwin Thompson,RB,23,97,27,1,7,65,1,11,88,162,2
2020,Davante Adams,WR,28,0,0,0,115,1374,18,149,592,1374,18
2020,David Johnson,RB,29,691,147,6,33,314,2,46,247,1005,8
2020,David Montgomery,RB,23,1070,247,8,54,438,2,68,414,1508,10
2020,David Moore,WR,25,61,8,0,35,417,6,47,177,478,6
2020,David Njoku,TE,24,0,0,0,19,213,2,29,82,213,2
2020,Dawson Knox,TE,24,0,0,0,24,288,3,44,173,288,3
2020,DeAndre Carter,WR,27,0,0,0,1,8,0,2,4,8,0
2020,DeAndre Hopkins,WR,28,1,1,0,115,1407,6,160,527,1408,6
2020,DeAndre Washington,RB,27,91,31,0,5,30,0,10,23,121,0
2020,Dede Westbrook,WR,27,0,0,0,1,4,0,1,0,4,0
2020,DeeJay Dallas,RB,22,108,34,2,17,111,1,20,113,219,3
2020,Demarcus Robinson,WR,26,0,0,0,45,466,3,59,164,466,3
2020,Demetrius Harris,TE,29,0,0,0,7,45,0,14,26,45,0
2020,Denzel Mims,WR,23,0,0,0,23,357,0,44,105,357,0
2020,Deonte Harty,WR,23,51,6,0,20,186,1,25,123,237,1
2020,Derek Carrier,TE,30,0,0,0,1,14,0,1,19,14,0
2020,Derrick Henry,RB,26,2027,378,17,19,114,0,31,131,2141,17
2020,DeSean Jackson,WR,34,12,1,0,14,236,1,26,66,248,1
2020,DeVante Parker,WR,27,0,0,0,63,793,4,103,180,793,4
2020,Devin Asiasi,TE,23,0,0,0,2,39,1,7,7,39,1
2020,Devin Duvernay,WR,23,70,4,0,20,201,0,26,124,271,0
2020,Devin Singletary,RB,23,687,156,2,38,269,0,50,279,956,2
2020,Devonta Freeman,RB,28,172,54,1,7,58,0,10,68,230,1
2020,Devontae Booker,RB,28,423,93,3,17,84,0,21,84,507,3
2020,Dez Bryant,WR,32,0,0,0,6,47,2,11,36,47,2
2020,Dion Lewis,RB,30,115,29,2,19,127,1,30,83,242,3
2020,Diontae Johnson,WR,24,15,3,0,88,923,7,144,403,938,7
2020,Diontae Spencer,WR,28,19,3,0,3,26,0,6,13,45,0
2020,DJ Chark,WR,24,0,0,0,53,706,5,93,172,706,5
2020,Dominique Dafney,TE,23,0,0,0,2,26,1,2,10,26,1
