Year,Name,Position,Age,Height (in),Weight (lbs),G,GS,RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate,Catch%,YardsPerReception,YardsPerTarget,YACPerReception,TDperReception,TDperTarget,YardsPerRush,TDperRush,TotalYardsPerTouch,TotalTDsPerTouch,TeamPassingYardsPerAttempt,TeamRushingYardsPerAttempt,TeamPassingTDPercentage,TeamRushingTDPercentage,TeamYardsPerPlay,TeamPointsPerYard,RZ Completions,RZ Targets,RZ CompPercent,RZ Rec TDs,RZ Rushes,RZ Rush TDs,PPR,PosRank
2018,DeAndre Carter,WR,25,68,190,14,4,7,1,0,22,216,0,25,155,223,0,Texans,HOU,402.0,316.0,5802,506,3781,26,472,2021,12,333,16,0.5,0.069286,7.472332,4.28178,0.01636,0.88,9.818182,8.64,7.045455,0.0,0.0,7.0,0.0,9.695652,0.0,7.472332,4.28178,0.051383,0.025424,5.932515,0.069286,1,2,0.5,0,0,0,42.3,141
2021,DeAndre Carter,WR,28,68,190,17,6,89,10,0,24,296,3,44,78,385,3,Commanders,WAS,335.0,434.0,5502,550,3441,21,477,2061,13,345,24,0.52,0.060887,6.256364,4.320755,0.023369,0.545455,12.33333,6.727273,3.25,0.125,0.068182,8.9,0.0,11.32353,0.088235,6.256364,4.320755,0.038182,0.027254,5.357352,0.060887,3,5,0.6,3,1,0,86.5,71
2022,DeAndre Carter,WR,29,68,190,17,7,-15,2,0,46,538,3,65,206,523,3,Chargers,LAC,391.0,384.0,6108,711,4584,26,404,1524,15,352,19,0.5455,0.064014,6.447257,3.772277,0.01704,0.707692,11.69565,8.276923,4.478261,0.065217,0.046154,-7.5,0.0,10.89583,0.0625,6.447257,3.772277,0.036568,0.037129,5.478027,0.064014,3,6,0.5,0,0,0,112.3,68
2023,DeAndre Carter,WR,30,68,190,17,1,18,3,0,4,39,0,7,50,57,0,Raiders,LV,332.0,331.0,4922,557,3380,20,413,1542,11,292,24,0.4894,0.067452,6.068223,3.733656,0.024742,0.571429,9.75,5.571429,12.5,0.0,0.0,6.0,0.0,8.142857,0.0,6.068223,3.733656,0.035907,0.026634,5.074227,0.067452,0,2,0.0,0,1,0,9.7,176
2015,DeAndre Hopkins,WR,23,73,218,16,16,0,0,0,111,1521,11,192,219,1521,11,Texans,HST,339.0,313.0,5564,619,3833,29,472,1731,7,335,20,0.5652,0.060927,6.192246,3.667373,0.018332,0.578125,13.7027,7.921875,1.972973,0.099099,0.057292,0.0,0.0,13.7027,0.099099,6.192246,3.667373,0.04685,0.014831,5.099908,0.060927,14,30,0.4667,8,0,0,331.1,6
2016,DeAndre Hopkins,WR,24,73,215,16,16,0,0,0,78,954,4,150,243,954,4,Texans,HOU,279.0,328.0,5035,583,3176,15,456,1859,8,305,24,0.44,0.055412,5.447684,4.076754,0.023099,0.52,12.23077,6.36,3.115385,0.051282,0.026667,0.0,0.0,12.23077,0.051282,5.447684,4.076754,0.025729,0.017544,4.846006,0.055412,3,14,0.2143,1,0,0,197.4,36
2017,DeAndre Hopkins,WR,25,73,215,15,15,0,0,0,96,1378,13,176,348,1378,13,Texans,HOU,338.0,436.0,5120,525,3278,28,448,1842,8,313,28,0.5238,0.066016,6.24381,4.111607,0.028777,0.545455,14.35417,7.829545,3.625,0.135417,0.073864,0.0,0.0,14.35417,0.135417,6.24381,4.111607,0.053333,0.017857,5.262076,0.066016,9,20,0.45,8,0,0,309.8,1
2018,DeAndre Hopkins,WR,26,73,215,16,16,-7,1,0,115,1572,11,163,402,1565,11,Texans,HOU,402.0,316.0,5802,506,3781,26,472,2021,12,333,16,0.5,0.069286,7.472332,4.28178,0.01636,0.705521,13.66957,9.644172,3.495652,0.095652,0.067485,-7.0,0.0,13.49138,0.094828,7.472332,4.28178,0.051383,0.025424,5.932515,0.069286,17,28,0.6071,9,0,0,333.5,4
2019,DeAndre Hopkins,WR,27,73,212,15,15,18,2,0,104,1165,7,150,393,1183,7,Texans,HOU,378.0,385.0,5792,534,3783,27,434,2009,17,346,22,0.6271,0.065262,7.08427,4.629032,0.022727,0.693333,11.20192,7.766667,3.778846,0.067308,0.046667,9.0,0.0,11.16038,0.066038,7.08427,4.629032,0.050562,0.039171,5.983471,0.065262,7,11,0.6364,4,2,0,268.5,10
2020,DeAndre Hopkins,WR,28,73,212,16,16,1,1,0,115,1407,6,160,527,1408,6,Cardinals,ARI,410.0,367.0,6153,575,3916,27,479,2237,22,381,21,0.6552,0.066634,6.810435,4.670146,0.019924,0.71875,12.23478,8.79375,4.582609,0.052174,0.0375,1.0,0.0,12.13793,0.051724,6.810435,4.670146,0.046957,0.045929,5.837761,0.066634,12,20,0.6,3,0,0,287.8,10
2021,DeAndre Hopkins,WR,29,73,212,10,10,0,0,0,42,572,8,64,140,572,8,Cardinals,ARI,449.0,366.0,6352,591,4276,27,496,2076,23,367,15,0.6061,0.070686,7.235195,4.185484,0.013799,0.65625,13.61905,8.9375,3.333333,0.190476,0.125,0.0,0.0,13.61905,0.190476,7.235195,4.185484,0.045685,0.046371,5.843606,0.070686,8,15,0.5333,8,0,0,147.2,39
2022,DeAndre Hopkins,WR,30,73,212,9,9,0,0,0,64,717,3,96,165,717,3,Cardinals,ARI,340.0,449.0,5499,664,3626,17,434,1873,15,326,25,0.5682,0.061829,5.460843,4.315668,0.022769,0.666667,11.20313,7.46875,2.578125,0.046875,0.03125,0.0,0.0,11.20313,0.046875,5.460843,4.315668,0.025602,0.034562,5.008197,0.061829,6,9,0.6667,1,0,0,151.7,49
2023,DeAndre Hopkins,WR,31,73,212,17,16,9,2,0,75,1057,7,137,223,1066,7,Titans,TEN,305.0,367.0,4913,494,3067,14,444,1846,16,298,20,0.4792,0.06208,6.208502,4.157658,0.021322,0.547445,14.09333,7.715328,2.973333,0.093333,0.051095,4.5,0.0,13.84416,0.090909,6.208502,4.157658,0.02834,0.036036,5.23774,0.06208,7,19,0.3684,4,1,0,223.6,20
2016,DeAndre Washington,RB,23,68,204,14,2,467,87,2,17,115,0,23,122,582,2,Raiders,OAK,416.0,385.0,5973,596,4051,29,434,1922,17,334,14,0.5862,0.069647,6.79698,4.428571,0.013592,0.73913,6.764706,5.0,7.176471,0.0,0.0,5.367816,0.022989,5.596154,0.019231,6.79698,4.428571,0.048658,0.039171,5.799029,0.069647,0,2,0.0,0,4,0,85.2,54
2017,DeAndre Washington,RB,24,68,204,15,0,153,57,2,34,197,1,46,190,350,3,Raiders,OAK,301.0,373.0,5185,558,3631,23,370,1554,13,287,28,0.5882,0.058052,6.507168,4.2,0.030172,0.73913,5.794118,4.282609,5.588235,0.029412,0.021739,2.684211,0.035088,3.846154,0.032967,6.507168,4.2,0.041219,0.035135,5.587284,0.058052,4,4,1.0,1,3,2,85.0,66
2018,DeAndre Washington,RB,25,68,204,10,0,115,30,0,1,9,0,1,7,124,0,Raiders,OAK,290.0,467.0,5379,556,3751,19,387,1628,9,300,24,0.5349,0.053913,6.746403,4.206718,0.025451,1.0,9.0,9.0,7.0,0.0,0.0,3.833333,0.0,4.0,0.0,6.746403,4.206718,0.034173,0.023256,5.704136,0.053913,0,0,0.0,0,7,0,11.4,102
2019,DeAndre Washington,RB,26,68,210,16,3,387,108,3,36,292,0,41,255,679,3,Raiders,OAK,313.0,419.0,5819,523,3926,22,437,1893,13,315,17,0.5283,0.053789,7.506692,4.331808,0.017708,0.878049,8.111111,7.121951,7.083333,0.0,0.0,3.583333,0.027778,4.715278,0.020833,7.506692,4.331808,0.042065,0.029748,6.061458,0.053789,2,2,1.0,0,10,3,121.9,42
2020,DeAndre Washington,RB,27,68,210,4,1,91,31,0,5,30,0,10,23,121,0,Dolphins,MIA,404.0,338.0,5424,559,3736,24,428,1688,15,345,20,0.5833,0.074484,6.683363,3.943925,0.020263,0.5,6.0,3.0,4.6,0.0,0.0,2.935484,0.0,3.361111,0.0,6.683363,3.943925,0.042934,0.035047,5.495441,0.074484,0,0,0.0,0,7,0,17.1,113
2015,DeAngelo Williams,RB,32,69,207,16,10,907,200,11,40,367,0,47,371,1274,11,Steelers,PIT,423.0,319.0,6327,590,4603,26,388,1724,16,331,28,0.5714,0.066856,7.801695,4.443299,0.02863,0.851064,9.175,7.808511,9.275,0.0,0.0,4.535,0.055,5.308333,0.045833,7.801695,4.443299,0.044068,0.041237,6.469325,0.066856,1,4,0.25,0,34,6,231.4,4
2016,DeAngelo Williams,RB,33,69,207,9,4,343,98,4,18,118,2,27,124,461,6,Steelers,PIT,399.0,327.0,5962,596,4202,33,409,1760,13,336,18,0.5424,0.066924,7.050336,4.303178,0.01791,0.666667,6.555556,4.37037,6.888889,0.111111,0.074074,3.5,0.040816,3.974138,0.051724,7.050336,4.303178,0.055369,0.031785,5.932338,0.066924,2,2,1.0,2,10,4,100.1,46
2017,Dede Westbrook,WR,24,71,176,7,5,0,0,0,27,339,1,51,109,339,1,Jaguars,JAX,417.0,268.0,5855,527,3593,21,527,2262,18,332,23,0.6897,0.071221,6.817837,4.29222,0.021822,0.529412,12.55556,6.647059,4.037037,0.037037,0.019608,0.0,0.0,12.55556,0.037037,6.817837,4.29222,0.039848,0.034156,5.555028,0.071221,2,5,0.4,1,0,0,66.9,97
2018,Dede Westbrook,WR,25,72,176,16,9,98,9,0,66,717,5,101,375,815,5,Jaguars,JAX,245.0,316.0,4832,536,3109,15,416,1723,7,277,29,0.4412,0.050704,5.800373,4.141827,0.030462,0.653465,10.86364,7.09901,5.681818,0.075758,0.049505,10.88889,0.0,10.86667,0.066667,5.800373,4.141827,0.027985,0.016827,5.07563,0.050704,8,14,0.5714,4,0,0,179.5,31
2019,Dede Westbrook,WR,26,72,176,15,11,27,5,0,66,660,3,101,318,687,3,Jaguars,JAX,300.0,397.0,5468,589,3760,24,389,1708,3,298,20,0.4043,0.054865,6.383701,4.390746,0.02045,0.653465,10.0,6.534653,4.818182,0.045455,0.029703,5.4,0.0,9.676056,0.042254,6.383701,4.390746,0.040747,0.007712,5.591002,0.054865,4,8,0.5,2,0,0,156.7,50
2020,Dede Westbrook,WR,27,72,176,2,0,0,0,0,1,4,0,1,0,4,0,Jaguars,JAX,306.0,492.0,5218,616,3699,25,337,1519,9,310,25,0.6,0.058643,6.00487,4.507418,0.026233,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.00487,4.507418,0.040584,0.026706,5.475341,0.058643,1,2,0.5,0,0,0,-0.6,256
2021,Dede Westbrook,WR,28,72,176,15,0,0,0,0,10,68,0,15,17,68,0,Vikings,MIN,425.0,426.0,6168,604,4238,34,449,1930,10,332,13,0.6226,0.068904,7.016556,4.298441,0.012346,0.666667,6.8,4.533333,1.7,0.0,0.0,0.0,0.0,6.8,0.0,7.016556,4.298441,0.056291,0.022272,5.85755,0.068904,1,2,0.5,0,0,0,16.8,174
2020,DeeJay Dallas,RB,22,70,214,12,2,108,34,2,17,111,1,20,113,219,3,Seahawks,SEA,459.0,371.0,5912,563,3941,40,411,1971,15,356,18,0.7368,0.077639,7.0,4.79562,0.01848,0.85,6.529412,5.55,6.647059,0.058824,0.05,3.176471,0.058824,4.294118,0.058824,7.0,4.79562,0.071048,0.036496,6.069815,0.077639,3,3,1.0,1,13,3,56.9,76
2021,DeeJay Dallas,RB,23,70,214,17,0,138,33,2,21,133,0,23,110,271,2,Seahawks,SEA,395.0,366.0,5506,495,3432,30,413,2074,18,302,13,0.6458,0.07174,6.933333,5.021792,0.014317,0.913043,6.333333,5.782609,5.238095,0.0,0.0,4.181818,0.060606,5.018519,0.037037,6.933333,5.021792,0.060606,0.043584,6.063877,0.07174,3,4,0.75,0,6,2,60.1,80
2022,DeeJay Dallas,RB,24,70,214,15,0,186,35,0,17,126,0,19,126,312,0,Seahawks,SEA,407.0,401.0,5976,573,3934,30,425,2042,12,346,23,0.4828,0.068106,6.86562,4.804706,0.023046,0.894737,7.411765,6.631579,7.411765,0.0,0.0,5.314286,0.0,6.0,0.0,6.86562,4.804706,0.052356,0.028235,5.987976,0.068106,1,1,1.0,0,3,0,46.2,80
2023,DeeJay Dallas,RB,25,70,214,17,0,36,10,0,6,26,0,9,31,62,0,Seahawks,SEA,364.0,402.0,5490,575,3910,23,382,1580,11,317,17,0.4815,0.066302,6.8,4.136126,0.017764,0.666667,4.333333,2.888889,5.166667,0.0,0.0,3.6,0.0,3.875,0.0,6.8,4.136126,0.04,0.028796,5.736677,0.066302,0,1,0.0,0,1,0,8.2,124
2015,Delanie Walker,TE,31,72,248,15,10,36,1,0,94,1088,6,134,391,1124,6,Titans,TEN,299.0,423.0,4988,551,3503,25,371,1485,10,298,33,0.65,0.059944,6.357532,4.002695,0.035792,0.701493,11.57447,8.119403,4.159574,0.06383,0.044776,36.0,0.0,11.83158,0.063158,6.357532,4.002695,0.045372,0.026954,5.409978,0.059944,14,17,0.8235,4,0,0,244.4,5
2016,Delanie Walker,TE,32,74,248,15,9,11,2,0,65,800,7,102,280,811,7,Titans,TEN,381.0,378.0,5728,504,3541,29,476,2187,16,322,18,0.72,0.066515,7.025794,4.594538,0.018367,0.637255,12.30769,7.843137,4.307692,0.107692,0.068627,5.5,0.0,12.10448,0.104478,7.025794,4.594538,0.05754,0.033613,5.844898,0.066515,9,17,0.5294,6,0,0,188.1,5
2017,Delanie Walker,TE,33,74,248,16,11,-2,2,1,74,807,3,111,260,805,4,Titans,TEN,334.0,356.0,5024,496,3191,14,443,1833,18,290,25,0.5455,0.066481,6.433468,4.137698,0.026624,0.666667,10.90541,7.27027,3.513514,0.040541,0.027027,-1.0,0.5,10.59211,0.052632,6.433468,4.137698,0.028226,0.040632,5.350373,0.066481,4,13,0.3077,2,1,0,174.5,7
2018,Delanie Walker,WR,34,74,248,1,1,0,0,0,4,52,0,7,19,52,0,Titans,TEN,310.0,303.0,4998,437,2975,16,454,2023,15,289,18,0.5319,0.062025,6.80778,4.455947,0.020202,0.571429,13.0,7.428571,4.75,0.0,0.0,0.0,0.0,13.0,0.0,6.80778,4.455947,0.036613,0.03304,5.609428,0.062025,0,1,0.0,0,0,0,9.2,91
2019,Delanie Walker,WR,35,74,248,7,4,0,0,0,21,215,2,31,73,215,2,Titans,TEN,402.0,331.0,5805,448,3582,29,445,2223,21,317,17,0.7736,0.069251,7.995536,4.995506,0.019037,0.677419,10.2381,6.935484,3.47619,0.095238,0.064516,0.0,0.0,10.2381,0.095238,7.995536,4.995506,0.064732,0.047191,6.50056,0.069251,2,4,0.5,2,0,0,54.5,43
2015,DeMarco Murray,RB,27,72,217,15,8,702,193,6,44,322,1,55,402,1024,7,Eagles,PHI,377.0,430.0,5830,623,4087,23,442,1743,15,339,31,0.5581,0.064666,6.560193,3.943439,0.029108,0.8,7.318182,5.854545,9.136364,0.022727,0.018182,3.637306,0.031088,4.320675,0.029536,6.560193,3.943439,0.036918,0.033937,5.474178,0.064666,2,3,0.6667,1,28,5,184.4,18
2016,DeMarco Murray,RB,28,73,220,16,16,1287,293,9,53,377,3,67,377,1664,12,Titans,TEN,381.0,378.0,5728,504,3541,29,476,2187,16,322,18,0.72,0.066515,7.025794,4.594538,0.018367,0.791045,7.113208,5.626866,7.113208,0.056604,0.044776,4.392491,0.030717,4.809249,0.034682,7.025794,4.594538,0.05754,0.033613,5.844898,0.066515,13,18,0.7222,3,43,7,293.8,5
2017,DeMarco Murray,RB,29,73,220,15,15,659,184,6,39,266,1,47,259,925,7,Titans,TEN,334.0,356.0,5024,496,3191,14,443,1833,18,290,25,0.5455,0.066481,6.433468,4.137698,0.026624,0.829787,6.820513,5.659574,6.641026,0.025641,0.021277,3.581522,0.032609,4.147982,0.03139,6.433468,4.137698,0.028226,0.040632,5.350373,0.066481,2,2,1.0,1,18,5,171.5,23
2017,Demarcus Robinson,WR,23,73,203,16,8,0,0,0,21,212,0,40,47,212,0,Chiefs,KC,415.0,339.0,6007,543,4104,26,405,1903,12,322,11,0.4528,0.069086,7.558011,4.698765,0.011603,0.525,10.09524,5.3,2.238095,0.0,0.0,0.0,0.0,10.09524,0.0,7.558011,4.698765,0.047882,0.02963,6.336498,0.069086,1,8,0.125,0,0,0,42.2,123
2018,Demarcus Robinson,WR,24,73,203,16,5,0,0,0,22,288,4,33,116,288,4,Chiefs,KC,565.0,421.0,6810,583,4955,50,387,1855,16,384,18,0.7308,0.082966,8.499142,4.793282,0.018557,0.666667,13.09091,8.727273,5.272727,0.181818,0.121212,0.0,0.0,13.09091,0.181818,8.499142,4.793282,0.085763,0.041344,7.020619,0.082966,4,6,0.6667,3,0,0,74.8,86
2019,Demarcus Robinson,WR,25,73,203,16,10,0,0,0,32,449,4,55,105,449,4,Chiefs,KC,451.0,308.0,6067,576,4498,30,375,1569,16,350,15,0.6,0.074337,7.809028,4.184,0.015773,0.581818,14.03125,8.163636,3.28125,0.125,0.072727,0.0,0.0,14.03125,0.125,7.809028,4.184,0.052083,0.042667,6.3796,0.074337,2,6,0.3333,1,0,0,100.9,67
2020,Demarcus Robinson,WR,26,73,203,16,9,0,0,0,45,466,3,59,164,466,3,Chiefs,KC,473.0,362.0,6653,630,4854,40,403,1799,13,397,16,0.589,0.071096,7.704762,4.46402,0.015489,0.762712,10.35556,7.898305,3.644444,0.066667,0.050847,0.0,0.0,10.35556,0.066667,7.704762,4.46402,0.063492,0.032258,6.440465,0.071096,3,9,0.3333,1,0,0,107.6,78
2021,Demarcus Robinson,WR,27,73,203,17,10,0,0,0,25,264,3,41,62,264,3,Chiefs,KC,480.0,364.0,6746,675,4791,37,431,1955,16,419,25,0.622,0.071153,7.097778,4.535963,0.022604,0.609756,10.56,6.439024,2.48,0.12,0.073171,0.0,0.0,10.56,0.12,7.097778,4.535963,0.054815,0.037123,6.099458,0.071153,2,3,0.6667,0,0,0,69.4,100
2015,Demaryius Thomas,WR,28,75,229,16,16,0,0,0,105,1304,6,176,495,1304,6,Broncos,DEN,355.0,296.0,5688,606,3970,19,411,1718,13,314,31,0.4615,0.062412,6.551155,4.180049,0.030482,0.596591,12.41905,7.409091,4.714286,0.057143,0.034091,0.0,0.0,12.41905,0.057143,6.551155,4.180049,0.031353,0.03163,5.59292,0.062412,11,20,0.55,3,0,0,267.4,14
2016,Demaryius Thomas,WR,29,75,229,16,16,0,0,0,90,1083,5,145,334,1083,5,Broncos,DEN,333.0,297.0,5169,570,3685,20,410,1484,11,290,25,0.4681,0.064423,6.464912,3.619512,0.02551,0.62069,12.03333,7.468966,3.711111,0.055556,0.034483,0.0,0.0,12.03333,0.055556,6.464912,3.619512,0.035088,0.026829,5.27449,0.064423,16,23,0.6957,4,0,0,226.3,19
2017,Demaryius Thomas,WR,30,75,229,16,16,0,0,0,83,949,5,141,299,949,5,Broncos,DEN,289.0,382.0,5185,566,3333,19,457,1852,8,297,34,0.3958,0.055738,5.888693,4.052516,0.033236,0.588652,11.43373,6.730496,3.60241,0.060241,0.035461,0.0,0.0,11.43373,0.060241,5.888693,4.052516,0.033569,0.017505,5.068426,0.055738,10,17,0.5882,5,0,0,205.9,23
2018,Demaryius Thomas,WR,31,75,229,15,15,0,0,0,59,677,5,89,286,677,5,Texans,HOU,402.0,316.0,5802,506,3781,26,472,2021,12,333,16,0.5,0.069286,7.472332,4.28178,0.01636,0.662921,11.47458,7.606742,4.847458,0.084746,0.05618,0.0,0.0,11.47458,0.084746,7.472332,4.28178,0.051383,0.025424,5.932515,0.069286,7,8,0.875,2,0,0,156.7,45
2019,Demaryius Thomas,WR,32,75,225,11,10,0,0,0,36,433,1,58,176,433,1,Jets,NYJ,276.0,359.0,4368,521,3111,19,383,1257,6,253,25,0.5455,0.063187,5.971209,3.281984,0.027655,0.62069,12.02778,7.465517,4.888889,0.027778,0.017241,0.0,0.0,12.02778,0.027778,5.971209,3.281984,0.036468,0.015666,4.831858,0.063187,3,6,0.5,2,0,0,85.3,87
2021,Demetric Felton,WR,23,69,185,16,2,24,7,0,18,181,2,21,201,205,2,Browns,CLE,349.0,371.0,5791,520,3320,21,485,2471,20,342,22,0.62,0.060266,6.384615,5.094845,0.021891,0.857143,10.05556,8.619048,11.16667,0.111111,0.095238,3.428571,0.0,8.2,0.08,6.384615,5.094845,0.040385,0.041237,5.762189,0.060266,2,2,1.0,0,1,0,50.5,89
2015,Demetrius Harris,TE,24,79,230,16,9,0,0,0,7,74,1,12,21,74,1,Chiefs,KC,405.0,287.0,5299,473,3255,20,436,2044,19,303,15,0.5738,0.07643,6.881607,4.688073,0.016502,0.583333,10.57143,6.166667,3.0,0.142857,0.083333,0.0,0.0,10.57143,0.142857,6.881607,4.688073,0.042283,0.043578,5.829483,0.07643,2,3,0.6667,1,0,0,20.4,66
2016,Demetrius Harris,WR,25,79,230,16,11,0,0,0,17,123,1,31,51,123,1,Chiefs,KC,389.0,311.0,5488,546,3740,19,412,1748,15,305,17,0.4737,0.070882,6.849817,4.242718,0.017745,0.548387,7.235294,3.967742,3.0,0.058824,0.032258,0.0,0.0,7.235294,0.058824,6.849817,4.242718,0.034799,0.036408,5.728601,0.070882,2,5,0.4,1,0,0,43.3,45
2017,Demetrius Harris,TE,26,79,230,16,7,0,0,0,18,224,1,35,131,224,1,Chiefs,KC,415.0,339.0,6007,543,4104,26,405,1903,12,322,11,0.4528,0.069086,7.558011,4.698765,0.011603,0.514286,12.44444,6.4,7.277778,0.055556,0.028571,0.0,0.0,12.44444,0.055556,7.558011,4.698765,0.047882,0.02963,6.336498,0.069086,2,9,0.2222,1,0,0,46.4,44
2018,Demetrius Harris,TE,27,79,230,15,3,0,0,0,12,164,3,25,80,164,3,Chiefs,KC,565.0,421.0,6810,583,4955,50,387,1855,16,384,18,0.7308,0.082966,8.499142,4.793282,0.018557,0.48,13.66667,6.56,6.666667,0.25,0.12,0.0,0.0,13.66667,0.25,8.499142,4.793282,0.085763,0.041344,7.020619,0.082966,3,4,0.75,3,0,0,46.4,37
2019,Demetrius Harris,TE,28,79,230,15,6,0,0,0,15,149,3,27,66,149,3,Browns,CLE,335.0,393.0,5455,539,3554,22,393,1901,15,305,28,0.58,0.061412,6.593692,4.83715,0.030043,0.555556,9.933333,5.518519,4.4,0.2,0.111111,0.0,0.0,9.933333,0.2,6.593692,4.83715,0.040816,0.038168,5.853004,0.061412,2,7,0.2857,2,0,0,49.9,42
2020,Demetrius Harris,TE,29,79,230,15,5,0,0,0,7,45,0,14,26,45,0,Bears,CHI,372.0,370.0,5302,614,3655,26,393,1647,12,335,22,0.5614,0.070162,5.952769,4.19084,0.021847,0.5,6.428571,3.214286,3.714286,0.0,0.0,0.0,0.0,6.428571,0.0,5.952769,4.19084,0.042345,0.030534,5.265144,0.070162,1,3,0.3333,0,0,0,11.5,89
2021,Demetrius Harris,TE,30,79,230,14,4,0,0,0,3,10,0,6,13,10,0,Cardinals,ARI,449.0,366.0,6352,591,4276,27,496,2076,23,367,15,0.6061,0.070686,7.235195,4.185484,0.013799,0.5,3.333333,1.666667,4.333333,0.0,0.0,0.0,0.0,3.333333,0.0,7.235195,4.185484,0.045685,0.046371,5.843606,0.070686,0,1,0.0,0,0,0,4.0,106
2015,Denard Robinson,WR,25,72,215,13,3,266,67,1,21,164,0,30,156,430,1,Jaguars,JAX,376.0,448.0,5581,607,4108,35,354,1473,5,313,28,0.537,0.067371,6.76771,4.161017,0.029136,0.7,7.809524,5.466667,7.428571,0.0,0.0,3.970149,0.014925,4.886364,0.011364,6.76771,4.161017,0.057661,0.014124,5.807492,0.067371,4,7,0.5714,0,13,1,68.0,90
2016,Denard Robinson,WR,26,72,213,13,1,144,41,0,3,22,0,5,30,166,0,Jaguars,JAX,318.0,400.0,5359,626,3728,24,392,1631,8,321,29,0.6,0.059339,5.955272,4.160714,0.028487,0.6,7.333333,4.4,10.0,0.0,0.0,3.512195,0.0,3.772727,0.0,5.955272,4.160714,0.038339,0.020408,5.264244,0.059339,0,1,0.0,0,0,0,19.6,139
2016,Dennis Pitta,TE,31,76,238,16,12,0,0,0,86,729,2,119,312,729,2,Ravens,BAL,343.0,321.0,5563,679,4100,20,367,1463,10,316,23,0.5217,0.061657,6.038292,3.986376,0.021989,0.722689,8.476744,6.12605,3.627907,0.023256,0.016807,0.0,0.0,8.476744,0.023256,6.038292,3.986376,0.029455,0.027248,5.318356,0.061657,7,12,0.5833,2,0,0,168.9,16
2020,Denzel Mims,WR,23,75,208,9,8,0,0,0,23,357,0,44,105,357,0,Jets,NYJ,243.0,457.0,4479,499,2796,16,406,1683,9,269,19,0.4211,0.054253,5.603206,4.14532,0.020994,0.522727,15.52174,8.113636,4.565217,0.0,0.0,0.0,0.0,15.52174,0.0,5.603206,4.14532,0.032064,0.022167,4.949171,0.054253,1,5,0.2,0,0,0,60.7,109
2021,Denzel Mims,WR,24,75,208,11,3,0,0,0,8,133,0,23,49,133,0,Jets,NYJ,310.0,504.0,5208,603,3541,20,380,1667,14,310,27,0.549,0.059524,5.872305,4.386842,0.027467,0.347826,16.625,5.782609,6.125,0.0,0.0,0.0,0.0,16.625,0.0,5.872305,4.386842,0.033167,0.036842,5.298067,0.059524,2,4,0.5,0,0,0,21.3,154
2022,Denzel Mims,WR,25,75,208,10,4,0,0,0,11,186,0,25,75,186,0,Jets,NYJ,296.0,316.0,5409,627,3723,15,405,1686,13,294,23,0.4348,0.054724,5.937799,4.162963,0.022287,0.44,16.90909,7.44,6.818182,0.0,0.0,0.0,0.0,16.90909,0.0,5.937799,4.162963,0.023923,0.032099,5.241279,0.054724,2,3,0.6667,0,0,0,29.6,138
2022,Deon Jackson,RB,23,72,220,16,2,236,68,1,30,209,1,34,228,445,2,Colts,IND,289.0,427.0,5298,604,3432,17,439,1866,8,310,34,0.4583,0.054549,5.682119,4.250569,0.032598,0.882353,6.966667,6.147059,7.6,0.033333,0.029412,3.470588,0.014706,4.540816,0.020408,5.682119,4.250569,0.028146,0.018223,5.079578,0.054549,2,3,0.6667,0,4,1,84.5,60
2023,Deon Jackson,RB,24,72,220,4,1,16,14,0,5,14,0,6,20,30,0,Giants,NYG,266.0,407.0,4760,518,2886,15,454,1874,10,267,19,0.4419,0.055882,5.571429,4.127753,0.019547,0.833333,2.8,2.333333,4.0,0.0,0.0,1.142857,0.0,1.578947,0.0,5.571429,4.127753,0.028958,0.022026,4.897119,0.055882,0,1,0.0,0,4,0,4.0,166
2020,Deonte Harty,WR,23,66,170,9,2,51,6,0,20,186,1,25,123,237,1,Saints,NO,482.0,337.0,6023,522,3758,28,494,2265,30,367,17,0.7162,0.080027,7.199234,4.58502,0.016732,0.8,9.3,7.44,6.15,0.05,0.04,8.5,0.0,9.115385,0.038462,7.199234,4.58502,0.05364,0.060729,5.92815,0.080027,3,3,1.0,1,2,0,47.7,125
2021,Deonte Harty,WR,24,66,170,13,1,41,5,0,36,570,3,59,246,611,3,Saints,NO,364.0,335.0,5177,504,3186,29,510,1991,12,307,18,0.5893,0.070311,6.321429,3.903922,0.017751,0.610169,15.83333,9.661017,6.833333,0.083333,0.050847,8.2,0.0,14.90244,0.073171,6.321429,3.903922,0.05754,0.023529,5.105523,0.070311,4,5,0.8,0,1,0,113.1,59
2023,Deonte Harty,WR,26,66,170,16,1,0,4,0,15,150,1,21,79,150,1,Bills,BUF,451.0,311.0,6366,579,4154,29,512,2212,22,381,28,0.6389,0.070845,7.174439,4.320313,0.025665,0.714286,10.0,7.142857,5.266667,0.066667,0.047619,0.0,0.0,7.894737,0.052632,7.174439,4.320313,0.050086,0.042969,5.835014,0.070845,3,3,1.0,1,1,0,40.0,122
